,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,PRED,REAL,CORRECT,TP,TN,FP,FN
5077,0,1,1,7,1,0,19.85,0,0,1,0,1,0,0
2156,0,0,0,2,1,0,80.55,1,1,1,1,0,0,0
2896,0,0,0,13,1,1,19.95,0,0,1,0,1,0,0
3398,0,1,1,61,1,1,100.7,0,0,1,0,1,0,0
475,0,0,0,24,1,1,80.25,1,1,1,1,0,0,0
190,0,1,1,43,1,1,71.9,0,0,1,0,1,0,0
6122,0,0,0,17,1,0,19.55,0,0,1,0,1,0,0
4873,0,0,0,7,1,0,19.3,0,0,1,0,1,0,0
3,0,0,0,45,0,0,42.3,0,0,1,0,1,0,0
40,0,1,1,10,1,0,49.55,0,0,1,0,1,0,0
242,0,1,1,41,1,1,74.7,0,0,1,0,1,0,0
4614,0,1,1,7,1,0,20.25,1,0,0,0,0,1,0
7010,1,1,0,1,1,1,74.45,1,1,1,1,0,0,0
3588,0,1,0,9,1,1,69.05,0,0,1,0,1,0,0
6078,0,1,0,55,1,1,90.15,0,0,1,0,1,0,0
6150,0,0,0,32,1,0,91.05,0,0,1,0,1,0,0
4531,0,1,1,9,1,1,79.35,1,1,1,1,0,0,0
6344,1,1,0,38,1,1,74.95,0,1,0,0,0,0,1
686,0,0,0,51,1,1,24.6,0,0,1,0,1,0,0
1409,0,1,1,43,1,1,92.55,0,0,1,0,1,0,0
1756,1,0,0,44,1,0,74.85,0,0,1,0,1,0,0
3355,0,1,0,68,1,0,90.2,0,0,1,0,1,0,0
3972,0,0,0,45,1,1,50.9,0,0,1,0,1,0,0
2444,1,0,0,31,1,1,99.95,0,1,0,0,0,0,1
6411,1,1,0,2,1,0,70.1,1,0,0,0,0,1,0
5195,0,0,0,72,1,1,75.1,0,0,1,0,1,0,0
388,0,0,0,44,1,1,90.4,0,0,1,0,1,0,0
1680,0,1,1,56,1,1,24.45,0,0,1,0,1,0,0
5663,0,1,1,37,1,1,95.25,0,0,1,0,1,0,0
4664,0,0,0,2,1,0,74.9,0,1,0,0,0,0,1
1419,0,1,1,63,1,1,19.15,0,0,1,0,1,0,0
507,0,1,0,2,1,1,94.2,0,1,0,0,0,0,1
3810,0,1,1,1,1,0,44.55,1,0,0,0,0,1,0
926,1,0,0,3,1,1,79.4,1,1,1,1,0,0,0
3826,0,1,1,0,1,0,25.35,0,0,1,0,1,0,0
5469,0,0,0,33,1,1,79.0,0,0,1,0,1,0,0
5067,0,1,1,30,1,0,66.3,0,0,1,0,1,0,0
5192,0,0,1,60,1,0,19.95,0,0,1,0,1,0,0
4680,1,0,0,18,1,1,58.4,0,0,1,0,1,0,0
2784,0,0,1,4,1,1,98.1,1,1,1,1,0,0,0
1493,0,0,0,11,1,1,79.5,0,0,1,0,1,0,0
4958,0,1,0,59,1,1,94.75,1,0,0,0,0,1,0
6512,0,0,0,11,1,1,60.9,0,0,1,0,1,0,0
5725,0,1,1,18,1,1,24.65,0,0,1,0,1,0,0
4304,0,1,0,49,1,0,19.0,0,0,1,0,1,0,0
1967,0,0,0,69,1,1,78.6,0,1,0,0,0,0,1
2449,0,1,1,11,1,1,59.65,0,0,1,0,1,0,0
305,0,1,1,52,1,0,24.8,0,0,1,0,1,0,0
6010,0,1,1,24,1,0,24.2,0,0,1,0,1,0,0
3389,0,0,0,1,1,1,70.6,1,0,0,0,0,1,0
906,0,0,0,4,1,1,56.4,0,0,1,0,1,0,0
3104,1,0,0,9,1,1,74.05,1,0,0,0,0,1,0
6591,0,0,0,2,1,1,69.8,0,1,0,0,0,0,1
5398,0,0,0,2,1,0,19.75,1,0,0,0,0,1,0
5672,0,1,0,49,1,0,71.8,0,0,1,0,1,0,0
3675,0,0,0,1,1,0,20.5,1,0,0,0,0,1,0
2695,0,1,0,52,1,1,81.4,0,0,1,0,1,0,0
3879,0,0,0,1,1,0,45.75,0,1,0,0,0,0,1
4739,0,0,0,11,1,1,79.0,0,0,1,0,1,0,0
356,1,0,0,16,1,1,54.1,1,0,0,0,0,1,0
4249,0,1,1,10,1,1,65.9,0,0,1,0,1,0,0
7040,0,1,1,11,0,1,29.6,0,0,1,0,1,0,0
415,0,1,1,16,1,0,73.25,0,0,1,0,1,0,0
5444,0,1,0,45,1,1,107.75,0,0,1,0,1,0,0
4610,0,1,0,72,1,1,117.8,0,1,0,0,0,0,1
1335,0,0,0,2,1,1,45.0,0,1,0,0,0,0,1
2014,0,1,1,13,1,0,61.8,1,0,0,0,0,1,0
6012,0,1,1,5,1,1,83.6,1,1,1,1,0,0,0
1989,0,1,1,35,0,1,46.35,0,0,1,0,1,0,0
5229,1,1,0,43,1,1,107.55,1,1,1,1,0,0,0
5974,0,1,1,10,1,1,20.05,0,0,1,0,1,0,0
345,1,0,0,1,1,1,72.1,1,0,0,0,0,1,0
175,0,1,0,34,1,0,24.7,0,0,1,0,1,0,0
3033,0,1,0,68,1,1,110.8,0,0,1,0,1,0,0
4379,0,1,0,68,1,1,89.95,0,0,1,0,1,0,0
3428,1,1,0,51,1,1,93.8,0,1,0,0,0,0,1
4014,1,0,0,52,1,0,108.1,1,0,0,0,0,1,0
3064,0,0,0,21,1,1,68.65,1,0,0,0,0,1,0
2679,0,1,0,4,1,1,74.65,0,1,0,0,0,0,1
2094,0,0,0,18,1,0,19.65,0,0,1,0,1,0,0
95,0,0,0,12,1,1,78.95,0,1,0,0,0,0,1
4940,1,0,0,16,1,1,74.45,1,0,0,0,0,1,0
3174,0,1,0,58,0,1,45.0,0,0,1,0,1,0,0
6594,0,0,0,14,1,1,20.05,0,0,1,0,1,0,0
68,0,1,1,50,1,0,20.15,0,0,1,0,1,0,0
6624,0,1,1,64,0,1,60.05,0,0,1,0,1,0,0
2527,0,0,0,9,1,1,83.3,1,1,1,1,0,0,0
4222,0,0,0,45,1,0,112.2,0,0,1,0,1,0,0
6332,0,1,1,68,1,1,105.25,0,0,1,0,1,0,0
4648,0,0,0,2,1,1,70.3,0,0,1,0,1,0,0
3137,0,1,1,41,1,1,109.1,0,0,1,0,1,0,0
6781,0,0,1,3,1,0,69.65,0,1,0,0,0,0,1
2426,0,1,0,17,0,1,35.65,0,0,1,0,1,0,0
6542,0,0,0,15,1,1,76.0,1,1,1,1,0,0,0
3601,0,1,1,55,1,0,20.0,0,0,1,0,1,0,0
2434,0,1,1,3,1,0,19.65,0,0,1,0,1,0,0
4094,0,0,0,1,1,0,74.0,0,0,1,0,1,0,0
5763,0,0,0,3,1,1,70.25,0,0,1,0,1,0,0
4828,0,0,0,39,0,0,41.1,0,0,1,0,1,0,0
2394,0,0,0,71,1,1,79.05,0,0,1,0,1,0,0
5908,0,0,0,1,1,0,20.2,0,1,0,0,0,0,1
3281,0,1,0,49,1,1,94.8,1,0,0,0,0,1,0
6835,0,1,0,67,1,1,88.4,1,0,0,0,0,1,0
6981,0,0,0,8,1,1,65.45,0,0,1,0,1,0,0
4296,0,1,1,35,1,0,72.25,0,1,0,0,0,0,1
2917,0,1,1,68,1,1,19.95,0,0,1,0,1,0,0
3941,0,1,1,7,1,1,20.25,1,0,0,0,0,1,0
976,0,0,0,1,1,1,69.9,0,1,0,0,0,0,1
1005,1,1,0,53,1,1,95.85,1,0,0,0,0,1,0
5707,0,0,0,2,1,0,45.55,0,0,1,0,1,0,0
2617,0,0,0,1,1,1,19.6,0,1,0,0,0,0,1
5644,0,1,0,1,1,0,76.2,1,1,1,1,0,0,0
2327,1,1,0,26,1,1,85.7,1,0,0,0,0,1,0
4637,1,1,0,71,1,1,71.0,0,0,1,0,1,0,0
2395,1,1,0,31,1,1,90.7,0,0,1,0,1,0,0
6601,1,1,0,72,1,0,109.7,0,0,1,0,1,0,0
4119,0,0,0,35,1,1,19.15,0,0,1,0,1,0,0
3766,1,0,0,1,1,1,55.8,1,1,1,1,0,0,0
2547,0,0,0,52,0,0,39.1,0,0,1,0,1,0,0
6660,0,1,0,1,1,1,69.15,1,1,1,1,0,0,0
781,0,1,1,5,1,0,44.8,0,0,1,0,1,0,0
1121,0,0,0,50,1,1,82.5,0,0,1,0,1,0,0
3001,0,0,0,9,1,0,20.4,0,0,1,0,1,0,0
1669,0,0,0,8,1,1,74.6,1,0,0,0,0,1,0
2118,0,1,1,22,1,1,80.15,0,0,1,0,1,0,0
2675,0,1,1,42,1,0,20.7,0,0,1,0,1,0,0
6828,0,1,1,8,1,0,19.05,1,0,0,0,0,1,0
3929,0,1,1,50,1,1,44.8,0,0,1,0,1,0,0
458,0,1,0,2,1,0,20.0,0,0,1,0,1,0,0
4406,0,0,0,37,1,1,78.9,0,0,1,0,1,0,0
2614,0,1,1,67,1,1,94.35,0,1,0,0,0,0,1
6664,0,0,0,36,1,1,104.8,0,0,1,0,1,0,0
1993,0,1,1,1,1,1,45.7,1,1,1,1,0,0,0
820,0,1,0,61,1,1,106.35,1,0,0,0,0,1,0
3603,0,0,0,2,1,0,45.85,1,1,1,1,0,0,0
3497,1,1,0,2,1,1,69.3,1,0,0,0,0,1,0
3200,0,1,0,54,1,1,104.3,1,1,1,1,0,0,0
2863,0,0,0,1,1,0,44.6,0,0,1,0,1,0,0
6341,0,0,0,13,1,1,100.35,1,1,1,1,0,0,0
1775,1,0,0,65,1,1,109.05,1,0,0,0,0,1,0
3103,1,0,0,1,1,1,19.45,0,1,0,0,0,0,1
5856,0,0,0,11,1,1,44.65,1,0,0,0,0,1,0
3208,0,1,0,48,1,1,70.55,0,0,1,0,1,0,0
1784,0,0,0,4,1,0,20.35,0,1,0,0,0,0,1
5132,0,1,1,71,1,1,66.2,0,0,1,0,1,0,0
140,1,1,1,72,1,1,88.05,0,0,1,0,1,0,0
3751,0,1,0,60,1,1,109.45,0,0,1,0,1,0,0
1716,0,0,0,8,1,1,54.75,0,0,1,0,1,0,0
1406,0,0,1,66,1,1,25.3,0,0,1,0,1,0,0
2328,1,1,0,35,1,0,102.05,1,0,0,0,0,1,0
1558,0,0,0,16,1,1,95.6,0,1,0,0,0,0,1
4674,0,1,1,26,1,0,50.35,0,0,1,0,1,0,0
2669,0,0,0,19,1,1,95.15,0,1,0,0,0,0,1
1743,0,1,0,67,1,0,24.85,0,0,1,0,1,0,0
2961,0,0,0,12,1,1,53.75,1,0,0,0,0,1,0
4706,0,0,0,1,1,1,44.45,0,1,0,0,0,0,1
3517,0,1,0,70,1,1,109.5,1,1,1,1,0,0,0
3076,0,0,0,6,1,0,56.25,0,1,0,0,0,0,1
5581,0,1,1,68,1,1,113.15,0,1,0,0,0,0,1
1033,0,1,0,62,1,0,23.65,0,0,1,0,1,0,0
71,0,1,1,52,1,1,20.4,0,0,1,0,1,0,0
1100,0,0,1,15,1,1,24.8,0,0,1,0,1,0,0
4730,1,0,0,31,1,1,96.6,1,0,0,0,0,1,0
4111,0,0,0,22,1,0,65.25,0,0,1,0,1,0,0
5931,1,1,0,13,1,1,98.0,1,1,1,1,0,0,0
6815,0,1,1,72,1,0,69.85,0,0,1,0,1,0,0
125,0,0,0,33,1,1,88.95,1,0,0,0,0,1,0
5566,0,1,0,72,1,0,82.15,0,0,1,0,1,0,0
5057,0,0,0,9,1,1,75.85,0,0,1,0,1,0,0
2082,0,0,1,21,1,0,24.7,0,0,1,0,1,0,0
4619,0,1,0,3,1,1,79.65,1,1,1,1,0,0,0
4628,0,1,0,12,1,0,54.2,1,0,0,0,0,1,0
3840,1,1,0,64,1,0,25.65,0,0,1,0,1,0,0
4918,0,1,1,51,1,0,19.55,0,0,1,0,1,0,0
2025,0,1,1,72,1,1,116.85,0,0,1,0,1,0,0
699,0,1,1,72,1,1,66.5,0,0,1,0,1,0,0
4687,0,1,0,22,1,1,94.7,0,1,0,0,0,0,1
3140,0,0,0,14,1,0,76.45,1,0,0,0,0,1,0
940,0,0,1,24,1,0,21.05,0,0,1,0,1,0,0
6152,0,0,0,16,1,1,93.2,0,1,0,0,0,0,1
6421,0,0,0,21,1,0,71.05,0,0,1,0,1,0,0
6529,1,0,0,2,1,1,74.85,0,1,0,0,0,0,1
1097,0,1,1,25,1,1,90.4,0,1,0,0,0,0,1
4675,0,0,0,43,1,1,100.0,1,1,1,1,0,0,0
3298,0,0,0,4,1,0,20.05,0,0,1,0,1,0,0
6163,0,1,0,19,1,1,89.1,0,0,1,0,1,0,0
6867,0,0,0,67,1,0,19.95,0,0,1,0,1,0,0
4108,0,1,1,33,1,1,19.45,0,0,1,0,1,0,0
3070,0,0,0,6,0,0,50.95,0,0,1,0,1,0,0
4766,0,0,0,71,1,1,113.15,0,0,1,0,1,0,0
4933,0,0,1,4,0,1,57.2,0,0,1,0,1,0,0
5878,0,0,0,3,1,0,21.2,0,0,1,0,1,0,0
6465,0,1,1,59,1,0,20.6,0,0,1,0,1,0,0
4960,1,0,0,50,1,1,95.7,1,1,1,1,0,0,0
4047,0,1,0,64,1,1,94.6,0,0,1,0,1,0,0
4768,1,1,1,71,1,0,19.8,0,0,1,0,1,0,0
2560,0,0,0,46,1,1,93.7,0,1,0,0,0,0,1
6736,0,1,1,67,1,1,20.8,0,0,1,0,1,0,0
6597,0,0,0,7,1,1,70.75,0,1,0,0,0,0,1
5052,0,0,1,18,1,1,45.65,0,0,1,0,1,0,0
333,0,0,0,7,1,1,73.85,0,1,0,0,0,0,1
3653,0,1,0,38,0,1,60.0,0,0,1,0,1,0,0
4093,0,0,0,29,1,1,76.0,0,0,1,0,1,0,0
2975,0,0,0,3,1,0,60.65,0,0,1,0,1,0,0
6553,0,1,1,61,0,1,61.45,0,0,1,0,1,0,0
2777,0,0,0,10,1,0,20.0,0,0,1,0,1,0,0
4547,0,1,1,62,1,1,105.5,0,0,1,0,1,0,0
5600,0,1,1,7,1,1,69.95,0,1,0,0,0,0,1
3286,1,0,0,35,1,1,95.45,0,1,0,0,0,0,1
5910,0,0,0,6,1,0,60.9,0,0,1,0,1,0,0
6031,1,1,1,12,0,1,29.3,0,0,1,0,1,0,0
566,0,1,1,15,1,0,101.9,0,0,1,0,1,0,0
5109,0,1,1,66,1,0,65.85,0,0,1,0,1,0,0
6482,0,0,0,1,1,1,101.45,1,1,1,1,0,0,0
3261,0,1,1,68,1,1,85.0,0,0,1,0,1,0,0
6762,0,0,0,35,1,0,55.0,0,1,0,0,0,0,1
3784,1,0,0,35,1,1,101.4,0,1,0,0,0,0,1
182,0,0,0,8,1,0,84.5,0,1,0,0,0,0,1
4416,0,1,0,17,1,1,75.4,0,0,1,0,1,0,0
2460,0,1,1,48,1,0,19.55,0,0,1,0,1,0,0
3809,0,0,0,50,1,0,20.15,0,0,1,0,1,0,0
742,0,0,0,10,1,0,98.55,1,1,1,1,0,0,0
172,0,1,0,14,1,0,81.95,1,0,0,0,0,1,0
5693,1,1,0,72,1,1,73.45,0,0,1,0,1,0,0
5246,0,0,0,2,1,1,79.75,1,1,1,1,0,0,0
6787,0,1,1,35,1,1,109.95,0,0,1,0,1,0,0
5275,0,0,0,11,1,0,53.75,0,1,0,0,0,0,1
4442,0,0,0,3,1,1,78.5,1,1,1,1,0,0,0
2821,1,1,0,1,1,1,74.4,1,1,1,1,0,0,0
5793,0,0,0,14,1,1,55.5,0,0,1,0,1,0,0
6614,0,1,1,71,1,0,19.7,0,0,1,0,1,0,0
3849,0,1,0,58,1,1,109.45,1,1,1,1,0,0,0
2911,0,0,0,1,1,0,73.5,1,1,1,1,0,0,0
1996,0,1,1,67,1,0,67.85,0,0,1,0,1,0,0
3053,0,1,1,65,1,1,104.1,0,0,1,0,1,0,0
5051,0,0,0,56,1,1,105.35,0,0,1,0,1,0,0
3817,0,0,0,53,1,0,20.25,0,0,1,0,1,0,0
1554,0,0,0,26,1,0,20.9,1,0,0,0,0,1,0
3816,1,1,1,50,1,1,75.15,1,0,0,0,0,1,0
2737,0,0,0,64,1,1,104.65,1,0,0,0,0,1,0
5458,0,0,0,7,1,1,51.0,0,1,0,0,0,0,1
2688,0,1,0,5,1,1,78.75,1,1,1,1,0,0,0
1400,0,0,1,3,1,0,19.95,0,0,1,0,1,0,0
3937,0,0,0,4,1,1,20.15,0,0,1,0,1,0,0
3171,0,0,0,21,1,1,20.85,0,0,1,0,1,0,0
1223,0,0,0,2,1,1,75.9,1,1,1,1,0,0,0
5164,0,0,0,7,1,1,53.65,1,0,0,0,0,1,0
5679,0,0,0,8,1,1,86.55,1,1,1,1,0,0,0
5959,0,1,1,33,1,0,19.8,0,0,1,0,1,0,0
981,0,1,1,40,1,0,19.6,0,0,1,0,1,0,0
5596,0,0,0,65,1,0,26.5,0,0,1,0,1,0,0
966,0,0,0,7,1,0,19.25,0,1,0,0,0,0,1
290,1,0,0,24,1,1,76.1,0,1,0,0,0,0,1
5800,0,0,0,17,1,0,80.05,1,0,0,0,0,1,0
5567,1,0,0,49,1,0,103.0,1,0,0,0,0,1,0
4964,0,0,0,26,1,1,74.95,0,1,0,0,0,0,1
1038,0,1,0,56,1,1,80.9,0,0,1,0,1,0,0
2641,1,0,0,5,1,0,59.9,0,0,1,0,1,0,0
3981,1,0,0,8,1,0,85.2,0,0,1,0,1,0,0
2563,1,0,0,25,1,0,105.95,1,1,1,1,0,0,0
2039,0,0,0,22,1,1,79.35,0,1,0,0,0,0,1
6633,0,0,0,1,1,1,74.5,1,1,1,1,0,0,0
2316,0,0,0,4,1,0,20.7,0,0,1,0,1,0,0
6105,0,0,0,52,1,1,111.25,0,1,0,0,0,0,1
129,1,0,0,71,0,1,56.45,0,0,1,0,1,0,0
557,0,0,0,38,1,0,70.6,0,0,1,0,1,0,0
6573,0,1,1,45,0,0,51.0,0,0,1,0,1,0,0
1274,0,1,1,62,1,1,101.15,0,0,1,0,1,0,0
3374,1,0,0,2,1,0,54.85,0,1,0,0,0,0,1
5727,0,1,1,70,1,1,110.2,0,0,1,0,1,0,0
4355,0,1,0,6,1,0,50.35,0,0,1,0,1,0,0
2909,0,0,0,43,1,0,55.45,0,0,1,0,1,0,0
6650,0,0,0,6,1,0,20.2,0,0,1,0,1,0,0
7007,1,1,0,72,0,1,63.1,0,0,1,0,1,0,0
5126,0,1,0,57,1,1,103.05,0,0,1,0,1,0,0
5248,0,1,0,12,1,1,20.05,0,0,1,0,1,0,0
3563,1,0,0,30,1,1,90.5,0,0,1,0,1,0,0
1676,0,0,0,4,1,1,80.15,0,0,1,0,1,0,0
2907,0,1,0,20,1,1,89.0,1,1,1,1,0,0,0
7026,0,0,0,9,1,1,44.2,0,1,0,0,0,0,1
4445,0,0,0,63,1,0,98.0,0,0,1,0,1,0,0
4998,1,0,0,62,1,1,110.75,0,0,1,0,1,0,0
3149,0,0,0,8,1,0,64.1,0,0,1,0,1,0,0
2163,1,1,0,29,1,1,98.5,1,1,1,1,0,0,0
4277,0,0,0,6,1,1,20.95,0,0,1,0,1,0,0
4803,0,1,0,38,1,0,91.7,0,0,1,0,1,0,0
571,1,0,0,47,1,0,59.6,1,0,0,0,0,1,0
6050,0,1,0,61,1,0,99.4,0,0,1,0,1,0,0
5070,0,0,1,35,1,1,85.15,1,1,1,1,0,0,0
6397,1,0,0,54,1,0,65.25,0,0,1,0,1,0,0
1911,0,1,1,72,1,0,106.1,0,0,1,0,1,0,0
3558,0,1,1,28,1,0,92.2,0,0,1,0,1,0,0
3709,0,0,0,1,1,0,50.75,1,0,0,0,0,1,0
1074,0,0,0,1,1,0,21.1,0,0,1,0,1,0,0
5852,1,1,0,21,1,1,69.1,1,1,1,1,0,0,0
4725,0,0,0,1,1,0,62.05,1,1,1,1,0,0,0
3119,1,1,0,32,1,1,85.95,0,1,0,0,0,0,1
1580,1,1,0,21,1,0,71.7,1,0,0,0,0,1,0
5778,0,0,0,1,1,0,20.3,0,0,1,0,1,0,0
3172,0,0,1,25,1,1,95.9,0,1,0,0,0,0,1
638,1,1,1,56,1,1,104.55,0,1,0,0,0,0,1
206,0,1,1,72,0,1,55.45,0,0,1,0,1,0,0
4179,1,0,0,12,1,1,73.3,0,0,1,0,1,0,0
3272,0,0,0,1,1,1,81.7,1,1,1,1,0,0,0
4042,0,0,0,5,1,1,51.35,0,0,1,0,1,0,0
5300,0,1,1,1,1,1,80.05,1,1,1,1,0,0,0
3608,0,0,0,39,1,0,75.25,1,1,1,1,0,0,0
2708,1,0,0,13,1,1,100.8,1,1,1,1,0,0,0
4712,0,1,1,50,1,1,108.25,0,0,1,0,1,0,0
2191,1,0,0,1,1,1,91.3,1,1,1,1,0,0,0
3422,0,0,0,70,0,1,58.35,0,0,1,0,1,0,0
4662,0,0,1,22,1,0,20.15,0,0,1,0,1,0,0
817,0,1,1,55,1,1,103.7,0,0,1,0,1,0,0
4502,0,0,0,55,1,1,96.8,0,1,0,0,0,0,1
2967,0,1,0,59,1,0,113.75,0,0,1,0,1,0,0
6989,0,1,1,20,1,0,76.0,0,0,1,0,1,0,0
6158,0,0,0,2,1,1,19.65,0,0,1,0,1,0,0
1985,0,1,1,12,0,0,29.2,0,1,0,0,0,0,1
6051,0,0,0,16,1,0,20.0,0,0,1,0,1,0,0
2347,0,1,1,8,1,0,24.4,0,0,1,0,1,0,0
4808,0,0,0,54,1,0,80.6,0,0,1,0,1,0,0
1768,0,0,0,63,1,0,58.55,0,0,1,0,1,0,0
731,0,0,0,5,1,0,20.35,0,0,1,0,1,0,0
5511,0,1,0,70,1,1,76.95,0,0,1,0,1,0,0
779,0,0,0,2,1,0,45.35,0,1,0,0,0,0,1
454,0,1,0,61,1,0,24.4,0,0,1,0,1,0,0
5860,0,0,0,2,1,0,70.0,0,1,0,0,0,0,1
171,0,1,0,2,1,1,104.4,0,1,0,0,0,0,1
6513,0,1,1,15,1,1,59.65,1,0,0,0,0,1,0
3010,1,0,1,38,1,1,80.45,0,0,1,0,1,0,0
4195,1,0,0,45,1,1,70.05,0,0,1,0,1,0,0
4486,0,0,0,61,1,0,89.2,0,0,1,0,1,0,0
5584,0,1,0,11,1,1,80.5,0,1,0,0,0,0,1
1062,0,1,0,34,1,0,50.2,0,0,1,0,1,0,0
6805,1,1,0,70,1,1,105.55,0,0,1,0,1,0,0
1397,0,0,0,4,1,1,82.85,0,0,1,0,1,0,0
5493,1,1,0,6,1,1,84.35,1,1,1,1,0,0,0
2251,0,0,0,11,1,1,69.35,0,0,1,0,1,0,0
1436,0,0,0,2,1,1,91.4,0,1,0,0,0,0,1
4028,0,0,0,63,1,0,109.2,0,0,1,0,1,0,0
6953,1,0,0,13,1,1,82.0,0,1,0,0,0,0,1
2678,0,0,0,30,1,0,19.7,0,0,1,0,1,0,0
562,0,1,1,7,1,0,69.7,0,0,1,0,1,0,0
3629,0,1,1,17,1,1,25.15,0,0,1,0,1,0,0
1559,0,0,0,2,1,0,20.35,0,0,1,0,1,0,0
5274,1,1,0,66,1,1,108.1,0,0,1,0,1,0,0
784,0,0,1,63,0,1,40.6,0,0,1,0,1,0,0
6604,0,1,1,2,1,1,44.5,0,0,1,0,1,0,0
1287,0,1,1,30,1,1,107.5,1,0,0,0,0,1,0
6776,1,1,0,62,1,1,79.95,0,0,1,0,1,0,0
6821,0,0,0,18,1,1,99.85,1,1,1,1,0,0,0
2620,0,0,0,18,1,1,68.35,0,0,1,0,1,0,0
4079,0,1,0,10,1,1,78.15,1,0,0,0,0,1,0
31,1,1,0,2,1,1,95.5,0,0,1,0,1,0,0
4098,0,0,0,1,1,1,20.2,1,1,1,1,0,0,0
1119,0,1,1,70,0,0,59.5,0,0,1,0,1,0,0
3073,0,0,0,52,0,1,58.75,0,0,1,0,1,0,0
3679,0,0,0,1,1,1,20.1,1,1,1,1,0,0,0
6685,0,1,0,45,1,1,50.25,0,0,1,0,1,0,0
2404,0,1,1,42,1,1,94.45,0,0,1,0,1,0,0
4894,1,1,0,57,1,1,71.1,0,0,1,0,1,0,0
1560,0,0,1,39,0,0,45.05,0,0,1,0,1,0,0
2700,0,0,0,35,0,0,24.15,1,0,0,0,0,1,0
5414,0,0,0,64,1,1,105.65,0,1,0,0,0,0,1
2818,0,1,1,29,1,0,94.65,0,1,0,0,0,0,1
3447,0,0,0,39,1,0,81.4,0,0,1,0,1,0,0
6076,0,1,1,65,1,0,61.35,0,0,1,0,1,0,0
4745,0,1,0,34,1,1,100.45,1,0,0,0,0,1,0
6280,0,0,1,23,1,1,49.45,1,0,0,0,0,1,0
1346,0,1,1,14,1,1,87.25,0,1,0,0,0,0,1
3018,1,0,0,67,1,0,25.1,0,0,1,0,1,0,0
4234,0,0,0,16,1,0,19.05,0,0,1,0,1,0,0
34,1,0,0,1,1,0,45.25,0,0,1,0,1,0,0
6773,1,1,0,37,1,1,92.5,0,1,0,0,0,0,1
4505,0,1,0,72,1,1,26.0,0,0,1,0,1,0,0
2541,0,1,1,72,0,1,53.8,0,0,1,0,1,0,0
1483,0,1,1,51,1,1,69.75,0,0,1,0,1,0,0
1096,0,1,0,7,1,0,81.25,1,0,0,0,0,1,0
2706,0,1,0,2,1,0,76.4,1,1,1,1,0,0,0
5006,0,0,0,15,1,1,55.7,1,1,1,1,0,0,0
1923,0,1,1,37,1,0,19.8,0,0,1,0,1,0,0
5093,0,0,0,49,1,1,66.15,0,0,1,0,1,0,0
1393,0,0,0,1,1,0,20.35,0,0,1,0,1,0,0
3590,0,1,0,50,1,1,19.85,0,0,1,0,1,0,0
536,0,1,0,63,1,1,81.55,0,0,1,0,1,0,0
1830,0,0,1,32,1,0,20.5,0,0,1,0,1,0,0
4844,0,0,1,37,1,0,20.3,0,0,1,0,1,0,0
4801,0,1,1,72,1,0,80.85,0,0,1,0,1,0,0
657,0,1,0,45,1,0,78.8,0,0,1,0,1,0,0
6277,0,0,0,2,1,0,20.35,0,1,0,0,0,0,1
5101,0,0,0,17,1,1,106.65,0,0,1,0,1,0,0
1871,0,1,1,51,1,1,93.8,0,0,1,0,1,0,0
353,0,1,1,4,1,1,84.8,1,1,1,1,0,0,0
5830,0,0,1,30,1,0,25.35,0,0,1,0,1,0,0
1319,0,0,1,1,1,1,19.45,0,1,0,0,0,0,1
3614,0,1,0,69,0,0,60.25,0,0,1,0,1,0,0
5121,0,0,0,29,1,0,70.9,0,0,1,0,1,0,0
30,1,1,0,71,1,1,96.35,0,0,1,0,1,0,0
54,1,1,1,60,1,1,74.85,0,0,1,0,1,0,0
441,1,0,0,49,1,0,101.55,0,0,1,0,1,0,0
286,0,0,0,20,1,1,44.35,0,0,1,0,1,0,0
1971,0,0,0,20,1,1,19.35,0,0,1,0,1,0,0
3427,0,1,0,21,1,1,94.3,0,0,1,0,1,0,0
5480,0,0,0,1,1,1,45.4,1,0,0,0,0,1,0
1866,0,1,1,64,1,1,104.4,0,0,1,0,1,0,0
6793,0,1,1,72,1,1,108.4,0,0,1,0,1,0,0
4115,0,1,0,53,1,0,77.4,1,0,0,0,0,1,0
5479,0,0,0,9,1,0,69.05,0,0,1,0,1,0,0
2585,0,0,0,37,1,0,19.8,0,0,1,0,1,0,0
2443,0,1,1,72,1,0,109.55,0,0,1,0,1,0,0
5837,0,0,0,2,0,0,51.4,0,0,1,0,1,0,0
5299,1,1,0,28,1,1,101.3,1,1,1,1,0,0,0
4417,0,0,1,1,1,1,70.45,1,1,1,1,0,0,0
6375,0,0,0,1,1,1,74.3,0,1,0,0,0,0,1
2557,0,0,0,3,1,0,45.45,0,0,1,0,1,0,0
6207,1,0,0,46,1,0,85.0,1,1,1,1,0,0,0
511,0,0,0,61,1,1,106.45,1,0,0,0,0,1,0
2023,1,1,0,5,1,1,81.0,1,1,1,1,0,0,0
2747,0,0,0,7,1,1,19.4,0,0,1,0,1,0,0
2352,0,0,0,8,1,1,19.7,0,0,1,0,1,0,0
57,1,1,1,66,1,1,108.45,1,0,0,0,0,1,0
6124,0,1,1,57,1,1,59.3,0,0,1,0,1,0,0
1495,0,1,1,52,1,0,98.15,0,0,1,0,1,0,0
