,,,,,,,,,,,,,,,,Threshold,0.5,Coefficient,10,1,5,20,,WEIGHTED ACCURACY,,,,,,,
,649,1,49,2,0,1,1,0,84863.85,0,0,1,1,0.579844446730974,1,0.079844446730974,1,TRUE,1,0,0,0,,,,,,,,,
,586,0,58,7,151933.63,1,1,0,162960.05,1,0,0,1,0.579529536760596,1,0.079529536760596,1,TRUE,1,0,0,0,,,,,,,,,
,850,0,58,8,156652.13,1,0,0,25899.21,1,0,0,1,0.576814958577144,1,0.076814958577144,1,TRUE,1,0,0,0,,,,,,,,,
,713,0,45,4,131038.14,1,1,0,74005.04,0,1,0,1,0.575532228327207,1,0.075532228327207,1,TRUE,1,0,0,0,,,,,,,,,
,713,1,61,4,149525.34,2,1,0,123663.63,0,1,0,1,0.574937616318438,0,0.074937616318438,1,FALSE,0,0,1,0,,,,,,,,,
,581,0,54,4,89299.81,1,0,0,5558.47,1,0,0,1,0.573797553981839,1,0.073797553981839,1,TRUE,1,0,0,0,,,,,,,,,
,482,1,48,2,69329.47,1,0,0,102640.52,0,1,0,1,0.573070753734263,1,0.073070753734264,1,TRUE,1,0,0,0,,,,,,,,,
,452,0,52,1,98443.14,2,0,0,92033.98,0,1,0,1,0.571428456001522,0,0.071428456001522,1,FALSE,0,0,1,0,,,,,,,,,
,530,0,52,1,106723.28,1,0,0,109960.4,1,0,0,1,0.567104135758222,1,0.067104135758222,1,TRUE,1,0,0,0,,,,,,,,,
,598,1,35,8,0,3,0,1,88658.73,0,0,1,1,0.56674405778557,0,0.06674405778557,1,FALSE,0,0,1,0,,,,,,,,,
,697,0,63,7,148368.02,1,0,0,118862.08,1,0,0,1,0.565383401650775,1,0.065383401650775,1,TRUE,1,0,0,0,,,,,,,,,
,511,1,66,4,0,1,1,0,1643.11,0,0,1,1,0.565133555872811,1,0.065133555872811,1,TRUE,1,0,0,0,,,,,,,,,
,612,1,52,5,144772.69,1,0,0,98302.57,0,0,1,1,0.563256187798151,1,0.063256187798151,1,TRUE,1,0,0,0,,,,,,,,,
,850,0,48,2,0,1,1,0,169425.3,0,0,1,1,0.563193188617439,1,0.063193188617439,1,TRUE,1,0,0,0,,,,,,,,,
,703,0,56,9,0,1,0,0,85547.33,1,0,0,1,0.562669010000761,1,0.062669010000761,1,TRUE,1,0,0,0,,,,,,,,,
,439,1,66,9,0,1,1,0,65535.56,1,0,0,1,0.562169293246942,0,0.062169293246942,1,FALSE,0,0,1,0,,,,,,,,,
,611,0,53,3,83568.26,1,0,0,1235.49,1,0,0,1,0.560041861755476,0,0.060041861755477,1,FALSE,0,0,1,0,,,,,,,,,
,713,1,47,1,0,1,1,0,107825.08,0,0,1,1,0.559079530543761,1,0.059079530543761,1,TRUE,1,0,0,0,,,,,,,,,
,846,1,41,5,0,3,1,0,3440.47,1,0,0,1,0.5589342608872,1,0.0589342608872,1,TRUE,1,0,0,0,,,,,,,,,
,567,1,48,3,0,1,1,0,55362.45,1,0,0,1,0.558421754281886,0,0.058421754281886,1,FALSE,0,0,1,0,,,,,,,,,
,764,1,48,1,75990.97,1,1,0,158323.81,0,0,1,1,0.558254482157382,1,0.058254482157383,1,TRUE,1,0,0,0,,,,,,,,,
,518,0,50,4,0,1,0,0,107112.25,0,0,1,1,0.557239206625663,1,0.057239206625663,1,TRUE,1,0,0,0,,,,,,,,,
,646,0,52,8,59669.43,1,0,0,172495.81,1,0,0,1,0.554194913251886,1,0.054194913251886,1,TRUE,1,0,0,0,,,,,,,,,
,699,0,32,1,123906.22,3,1,1,127443.82,0,1,0,1,0.553618942319806,1,0.053618942319806,1,TRUE,1,0,0,0,,,,,,,,,
,600,1,37,4,0,3,1,0,7312.25,1,0,0,1,0.553076446966902,1,0.053076446966902,1,TRUE,1,0,0,0,,,,,,,,,
,547,1,49,2,0,1,0,0,65466.93,1,0,0,1,0.553049312936467,1,0.053049312936467,1,TRUE,1,0,0,0,,,,,,,,,
,753,0,46,8,0,3,1,0,90747.94,1,0,0,1,0.551158279733841,1,0.051158279733841,1,TRUE,1,0,0,0,,,,,,,,,
,603,1,48,5,0,1,1,0,100478.6,1,0,0,1,0.550642913141701,1,0.050642913141702,1,TRUE,1,0,0,0,,,,,,,,,
,714,0,54,7,126113.28,1,1,0,112777.38,1,0,0,1,0.550343958353437,0,0.050343958353437,1,FALSE,0,0,1,0,,,,,,,,,
,621,0,53,9,170491.84,1,1,0,35588.07,0,0,1,1,0.550188338237103,1,0.050188338237103,1,TRUE,1,0,0,0,,,,,,,,,
,737,0,50,4,127552.85,2,1,0,4225.11,0,1,0,1,0.549321045036576,0,0.049321045036576,1,FALSE,0,0,1,0,,,,,,,,,
,576,1,52,9,170228.59,2,0,0,148477.57,1,0,0,1,0.547124062493796,1,0.047124062493796,1,TRUE,1,0,0,0,,,,,,,,,
,811,0,52,10,76915.4,1,0,0,146359.81,0,1,0,1,0.547048133908191,1,0.047048133908191,1,TRUE,1,0,0,0,,,,,,,,,
,748,1,49,7,29602.08,1,0,0,163550.58,1,0,0,1,0.546949861133382,1,0.046949861133382,1,TRUE,1,0,0,0,,,,,,,,,
,718,1,49,10,0,1,1,0,184474.72,1,0,0,1,0.545970872126796,1,0.045970872126796,1,TRUE,1,0,0,0,,,,,,,,,
,774,0,60,5,85891.55,1,1,0,74135.48,1,0,0,1,0.544777568441102,1,0.044777568441102,1,TRUE,1,0,0,0,,,,,,,,,
,740,1,60,5,108028.08,2,0,0,25980.42,1,0,0,1,0.544393597178075,1,0.044393597178075,1,TRUE,1,0,0,0,,,,,,,,,
,722,1,49,3,168197.66,1,1,0,140765.57,1,0,0,1,0.543635143423299,1,0.043635143423299,1,TRUE,1,0,0,0,,,,,,,,,
,735,0,50,9,0,1,0,0,166677.35,0,0,1,1,0.542238183115538,1,0.042238183115538,1,TRUE,1,0,0,0,,,,,,,,,
,526,0,49,2,0,1,1,0,114539.67,0,0,1,1,0.541530430480707,1,0.041530430480707,1,TRUE,1,0,0,0,,,,,,,,,
,603,1,56,5,90778.76,2,1,0,162223.67,0,0,1,1,0.541509678738368,1,0.041509678738369,1,TRUE,1,0,0,0,,,,,,,,,
,533,0,51,6,127545.56,2,0,0,79559.02,0,1,0,1,0.541419841057849,1,0.041419841057849,1,TRUE,1,0,0,0,,,,,,,,,
,730,0,45,6,152880.97,1,0,0,162478.11,0,1,0,1,0.541182752737101,0,0.041182752737101,1,FALSE,0,0,1,0,,,,,,,,,
,615,0,42,4,0,3,0,1,120321.09,0,0,1,1,0.540433164865073,0,0.040433164865073,1,FALSE,0,0,1,0,,,,,,,,,
,672,0,52,8,170008.84,1,0,0,56407.42,1,0,0,1,0.540294210131534,1,0.040294210131534,1,TRUE,1,0,0,0,,,,,,,,,
,707,1,49,10,0,1,1,0,82967.97,1,0,0,1,0.540007606891418,1,0.040007606891418,1,TRUE,1,0,0,0,,,,,,,,,
,467,0,51,10,114514.71,2,1,0,177784.68,0,1,0,1,0.538158528366369,1,0.038158528366369,1,TRUE,1,0,0,0,,,,,,,,,
,698,1,57,9,111359.55,2,1,0,105715.01,1,0,0,1,0.538140503613991,0,0.038140503613991,1,FALSE,0,0,1,0,,,,,,,,,
,796,0,56,6,94231.13,1,0,0,121164.6,0,0,1,1,0.537867112237897,1,0.037867112237897,1,TRUE,1,0,0,0,,,,,,,,,
,447,0,41,3,0,4,1,1,197490.39,1,0,0,1,0.537711960618706,1,0.037711960618706,1,TRUE,1,0,0,0,,,,,,,,,
,435,0,44,3,151739.65,1,1,0,167461.5,0,1,0,1,0.537205404770409,0,0.037205404770409,1,FALSE,0,0,1,0,,,,,,,,,
,834,1,49,2,131394.56,1,0,0,194365.76,1,0,0,1,0.536844093880564,1,0.036844093880564,1,TRUE,1,0,0,0,,,,,,,,,
,587,0,40,2,0,4,0,1,106174.7,1,0,0,1,0.536019248653319,1,0.036019248653319,1,TRUE,1,0,0,0,,,,,,,,,
,509,1,46,1,0,1,1,0,71244.59,1,0,0,1,0.534888911804951,1,0.034888911804951,1,TRUE,1,0,0,0,,,,,,,,,
,546,1,45,2,0,1,0,0,197789.83,0,0,1,1,0.53206505712521,1,0.03206505712521,1,TRUE,1,0,0,0,,,,,,,,,
,751,1,48,9,0,1,1,0,137508.42,1,0,0,1,0.530842805046519,1,0.030842805046519,1,TRUE,1,0,0,0,,,,,,,,,
,628,1,51,10,115280.49,2,0,0,12628.61,0,1,0,1,0.530764920389152,1,0.030764920389152,1,TRUE,1,0,0,0,,,,,,,,,
,850,0,53,2,94078.97,2,1,0,36980.54,0,1,0,1,0.529775747481918,0,0.029775747481918,1,FALSE,0,0,1,0,,,,,,,,,
,709,1,37,8,0,3,1,0,71738.56,0,0,1,1,0.528171720325982,0,0.028171720325982,1,FALSE,0,0,1,0,,,,,,,,,
,692,0,53,7,150926.99,2,0,0,119817.19,0,1,0,1,0.528066174720199,0,0.028066174720199,1,FALSE,0,0,1,0,,,,,,,,,
,651,1,45,6,86714.06,1,1,0,85869.89,0,1,0,1,0.527227012263757,1,0.027227012263757,1,TRUE,1,0,0,0,,,,,,,,,
,535,1,49,7,115309.75,1,1,0,111421.77,0,0,1,1,0.526691193812809,0,0.026691193812809,1,FALSE,0,0,1,0,,,,,,,,,
,640,0,55,10,132436.34,1,1,0,978.66,1,0,0,1,0.526446213743546,0,0.026446213743546,1,FALSE,0,0,1,0,,,,,,,,,
,603,0,51,8,186825.57,1,1,0,93739.71,1,0,0,1,0.526161579344906,1,0.026161579344906,1,TRUE,1,0,0,0,,,,,,,,,
,510,1,44,4,123070.89,1,1,0,28461.29,0,1,0,1,0.524665342288679,1,0.024665342288679,1,TRUE,1,0,0,0,,,,,,,,,
,705,1,44,10,106731.58,1,1,0,137419.87,0,1,0,1,0.518872539308201,1,0.018872539308201,1,TRUE,1,0,0,0,,,,,,,,,
,580,0,50,0,125647.36,1,1,0,57541.08,1,0,0,1,0.518485402689875,1,0.018485402689875,1,TRUE,1,0,0,0,,,,,,,,,
,607,1,32,7,0,3,0,1,10674.62,0,0,1,1,0.516090975577962,0,0.016090975577962,1,FALSE,0,0,1,0,,,,,,,,,
,614,0,50,4,137104.47,1,1,0,127166.49,1,0,0,1,0.514198687907803,1,0.014198687907803,1,TRUE,1,0,0,0,,,,,,,,,
,627,0,48,1,132759.8,1,1,0,78899.22,0,0,1,1,0.512615638960797,0,0.012615638960797,1,FALSE,0,0,1,0,,,,,,,,,
,559,0,67,9,125919.35,1,1,0,175910.95,0,0,1,1,0.511899758001804,1,0.011899758001804,1,TRUE,1,0,0,0,,,,,,,,,
,653,1,25,2,158266.42,3,1,1,199357.24,0,1,0,1,0.511886896535017,0,0.011886896535017,1,FALSE,0,0,1,0,,,,,,,,,
,767,0,47,2,0,1,1,0,48161.18,0,0,1,1,0.509764984904863,1,0.009764984904863,1,TRUE,1,0,0,0,,,,,,,,,
,842,0,46,9,0,1,0,0,17268.02,0,0,1,1,0.509709036105793,0,0.009709036105793,1,FALSE,0,0,1,0,,,,,,,,,
,516,1,46,1,104947.72,1,1,0,115789.25,1,0,0,1,0.508415200641164,1,0.008415200641164,1,TRUE,1,0,0,0,,,,,,,,,
,591,1,44,10,113581.98,1,1,0,1985.41,0,1,0,1,0.508155576911518,0,0.008155576911518,1,FALSE,0,0,1,0,,,,,,,,,
,753,0,44,3,138076.47,1,1,0,15523.09,0,1,0,1,0.508123389353753,1,0.008123389353753,1,TRUE,1,0,0,0,,,,,,,,,
,579,1,50,5,117721.02,1,0,1,192146.63,0,1,0,1,0.502796251241673,1,0.002796251241673,1,TRUE,1,0,0,0,,,,,,,,,
,689,0,47,2,118812.5,2,0,0,31121.42,0,1,0,1,0.502553021603152,0,0.002553021603152,1,FALSE,0,0,1,0,,,,,,,,,
,540,0,48,0,148116.48,1,0,0,116973.48,1,0,0,1,0.501959245999324,0,0.001959245999324,1,FALSE,0,0,1,0,,,,,,,,,
,668,0,25,8,0,2,1,1,135112.09,0,0,1,0,0.033225961768205,0,0.466774038231795,0,TRUE,0,1,0,0,,,,,,,,,
,700,0,29,8,0,2,0,1,152097.02,0,0,1,0,0.033295928184509,0,0.466704071815491,0,TRUE,0,1,0,0,,,,,,,,,
,776,0,30,6,0,2,0,1,63908.86,0,0,1,0,0.033593543912995,0,0.466406456087005,0,TRUE,0,1,0,0,,,,,,,,,
,786,0,31,9,0,2,1,1,18210.36,0,0,1,0,0.034214445595621,0,0.465785554404379,0,TRUE,0,1,0,0,,,,,,,,,
,703,0,31,6,0,2,1,1,67667.19,0,0,1,0,0.034495056769313,0,0.465504943230687,0,TRUE,0,1,0,0,,,,,,,,,
,850,0,29,6,0,2,1,1,10672.54,1,0,0,0,0.034567749137195,0,0.465432250862805,0,TRUE,0,1,0,0,,,,,,,,,
,693,0,21,1,0,2,1,1,3494.02,1,0,0,0,0.034727082814783,0,0.465272917185218,0,TRUE,0,1,0,0,,,,,,,,,
,794,0,30,8,0,2,1,1,24113.91,1,0,0,0,0.034991656161822,0,0.465008343838178,0,TRUE,0,1,0,0,,,,,,,,,
,805,0,26,2,0,2,1,1,25042.1,0,0,1,0,0.035582476001163,0,0.464417523998837,0,TRUE,0,1,0,0,,,,,,,,,
,714,0,29,4,0,2,1,1,37605.9,0,0,1,0,0.0358548549581,0,0.4641451450419,0,TRUE,0,1,0,0,,,,,,,,,
,631,0,29,2,0,2,1,1,18581.84,1,0,0,0,0.035963455803118,0,0.464036544196882,0,TRUE,0,1,0,0,,,,,,,,,
,711,0,32,5,0,2,1,1,147720.27,0,0,1,0,0.036007757911584,0,0.463992242088416,0,TRUE,0,1,0,0,,,,,,,,,
,678,0,27,2,0,2,1,1,13221.25,0,0,1,0,0.0361040099735,0,0.4638959900265,0,TRUE,0,1,0,0,,,,,,,,,
,850,0,28,4,0,2,1,1,12409.01,1,0,0,0,0.036143311365598,0,0.463856688634402,0,TRUE,0,1,0,0,,,,,,,,,
,703,0,28,9,0,2,0,1,2151.17,1,0,0,0,0.036184075968283,0,0.463815924031717,0,TRUE,0,1,0,0,,,,,,,,,
,635,0,24,4,0,2,1,1,70668.77,0,0,1,0,0.036345643129019,0,0.463654356870981,0,TRUE,0,1,0,0,,,,,,,,,
,691,0,24,6,0,2,1,1,92811.2,1,0,0,0,0.036391651102129,0,0.463608348897871,0,TRUE,0,1,0,0,,,,,,,,,
,720,0,34,3,0,2,1,1,77047.78,0,0,1,0,0.036402256360378,0,0.463597743639622,0,TRUE,0,1,0,0,,,,,,,,,
,667,0,31,5,0,2,1,1,20346.69,0,0,1,0,0.036664233235433,0,0.463335766764567,0,TRUE,0,1,0,0,,,,,,,,,
,615,0,32,4,0,2,1,1,6225.63,1,0,0,0,0.036710174908151,0,0.463289825091849,0,TRUE,0,1,0,0,,,,,,,,,
,575,0,30,2,0,2,1,1,82222.86,0,0,1,0,0.036755006393065,0,0.463244993606935,0,TRUE,0,1,0,0,,,,,,,,,
,629,0,32,3,0,2,1,1,15404.64,0,0,1,0,0.036961055880947,0,0.463038944119053,0,TRUE,0,1,0,0,,,,,,,,,
,656,0,30,3,0,2,0,1,17104,1,0,0,0,0.037023121782896,0,0.462976878217104,0,TRUE,0,1,0,0,,,,,,,,,
,738,0,26,9,0,2,1,1,48644.94,1,0,0,0,0.037290002835397,0,0.462709997164603,0,TRUE,0,1,0,0,,,,,,,,,
,685,0,30,2,0,2,1,1,140889.32,1,0,0,0,0.037327176483406,0,0.462672823516594,0,TRUE,0,1,0,0,,,,,,,,,
,669,0,29,7,0,2,1,1,138145.62,1,0,0,0,0.03742023901873,0,0.46257976098127,0,TRUE,0,1,0,0,,,,,,,,,
,679,0,29,3,0,2,1,1,63687.06,1,0,0,0,0.037428541315633,0,0.462571458684367,0,TRUE,0,1,0,0,,,,,,,,,
,643,0,34,6,0,2,1,1,116046.22,0,0,1,0,0.03745010983821,0,0.46254989016179,0,TRUE,0,1,0,0,,,,,,,,,
,756,0,27,8,0,2,1,1,157932.75,1,0,0,0,0.037505580682557,0,0.462494419317443,0,TRUE,0,1,0,0,,,,,,,,,
,730,0,27,5,0,2,1,1,116081.93,1,0,0,0,0.037590974839158,0,0.462409025160842,0,TRUE,0,1,0,0,,,,,,,,,
,733,0,22,5,0,2,1,1,117202.19,1,0,0,0,0.037590974839158,0,0.462409025160842,0,TRUE,0,1,0,0,,,,,,,,,
,690,0,21,8,0,2,1,1,155782.89,1,0,0,0,0.037669964244201,0,0.462330035755799,0,TRUE,0,1,0,0,,,,,,,,,
,657,0,36,8,0,2,0,1,123866.43,0,0,1,0,0.037821092715012,0,0.462178907284988,0,TRUE,0,1,0,0,,,,,,,,,
,573,0,31,2,0,2,1,1,91957.39,1,0,0,0,0.038138298870861,0,0.461861701129139,0,TRUE,0,1,0,0,,,,,,,,,
,692,0,30,2,0,2,0,1,130486.57,1,0,0,0,0.038307877356936,0,0.461692122643064,0,TRUE,0,1,0,0,,,,,,,,,
,607,0,31,8,0,2,1,1,43196.5,1,0,0,0,0.038339512174221,0,0.46166048782578,0,TRUE,0,1,0,0,,,,,,,,,
,629,0,34,8,0,2,1,1,180595.02,0,0,1,0,0.038388720165713,0,0.461611279834287,0,TRUE,0,1,0,0,,,,,,,,,
,634,0,25,9,0,2,1,1,8227.91,0,0,1,0,0.038634815226772,0,0.461365184773228,0,TRUE,0,1,0,0,,,,,,,,,
,600,0,31,8,0,2,1,1,121555.51,1,0,0,0,0.038739422185265,0,0.461260577814736,0,TRUE,0,1,0,0,,,,,,,,,
,618,0,33,4,0,2,1,1,77550.18,0,0,1,0,0.038843911532567,0,0.461156088467433,0,TRUE,0,1,0,0,,,,,,,,,
,648,0,35,7,0,2,1,1,78436.36,0,0,1,0,0.038874566197685,0,0.461125433802315,0,TRUE,0,1,0,0,,,,,,,,,
,812,0,24,10,0,2,1,1,156906.15,1,0,0,0,0.038893097976884,0,0.461106902023116,0,TRUE,0,1,0,0,,,,,,,,,
,575,0,24,2,0,2,1,1,119927.81,1,0,0,0,0.039027720560184,0,0.460972279439816,0,TRUE,0,1,0,0,,,,,,,,,
,591,0,29,6,0,2,1,1,108684.65,1,0,0,0,0.039111952639301,0,0.460888047360699,0,TRUE,0,1,0,0,,,,,,,,,
,640,0,28,7,0,2,1,1,131097.9,1,0,0,0,0.039161807024865,0,0.460838192975135,0,TRUE,0,1,0,0,,,,,,,,,
,722,0,34,8,0,2,1,1,133447.49,1,0,0,0,0.039285442837852,0,0.460714557162148,0,TRUE,0,1,0,0,,,,,,,,,
,572,0,24,1,0,2,1,1,151460.84,1,0,0,0,0.039451366375059,0,0.460548633624941,0,TRUE,0,1,0,0,,,,,,,,,
,841,0,28,4,0,2,1,1,179436.6,0,0,1,0,0.039474356348388,0,0.460525643651613,0,TRUE,0,1,0,0,,,,,,,,,
,730,0,34,1,0,2,1,1,126592.01,1,0,0,0,0.039478809360204,0,0.460521190639796,0,TRUE,0,1,0,0,,,,,,,,,
,811,0,30,6,0,2,1,1,180591.32,1,0,0,0,0.03948965720888,0,0.46051034279112,0,TRUE,0,1,0,0,,,,,,,,,
,622,0,36,9,0,2,1,1,104852.6,0,0,1,0,0.039515675163574,0,0.460484324836426,0,TRUE,0,1,0,0,,,,,,,,,
,806,0,31,9,0,2,0,1,140168.36,1,0,0,0,0.039630441124745,0,0.460369558875256,0,TRUE,0,1,0,0,,,,,,,,,
,752,0,33,4,0,2,1,1,39570.78,1,0,0,0,0.039661714244769,0,0.460338285755231,0,TRUE,0,1,0,0,,,,,,,,,
,731,0,33,4,0,2,1,1,74945.11,1,0,0,0,0.039711662421982,0,0.460288337578019,0,TRUE,0,1,0,0,,,,,,,,,
,815,0,28,6,0,2,0,1,185547.71,0,0,1,0,0.039773945149752,0,0.460226054850248,0,TRUE,0,1,0,0,,,,,,,,,
,593,0,31,9,0,2,0,1,20492.16,1,0,0,0,0.039873886114048,0,0.460126113885952,0,TRUE,0,1,0,0,,,,,,,,,
,653,0,35,9,0,2,1,1,45956.05,0,0,1,0,0.039910926265798,0,0.460089073734202,0,TRUE,0,1,0,0,,,,,,,,,
,631,0,29,7,0,2,0,1,125877.22,1,0,0,0,0.039954981837868,0,0.460045018162132,0,TRUE,0,1,0,0,,,,,,,,,
,631,0,33,2,0,2,1,1,158268.84,0,0,1,0,0.039975734229034,0,0.460024265770966,0,TRUE,0,1,0,0,,,,,,,,,
,663,0,28,4,0,2,1,1,123969.64,1,0,0,0,0.039993155278671,0,0.460006844721329,0,TRUE,0,1,0,0,,,,,,,,,
,613,0,20,3,0,2,1,1,149613.77,1,0,0,0,0.040210748300922,0,0.459789251699078,0,TRUE,0,1,0,0,,,,,,,,,
,720,0,33,2,0,2,0,1,141031.08,1,0,0,0,0.040251222772766,0,0.459748777227235,0,TRUE,0,1,0,0,,,,,,,,,
,615,0,30,7,0,2,1,1,156346.84,1,0,0,0,0.040304406651439,0,0.459695593348561,0,TRUE,0,1,0,0,,,,,,,,,
,663,0,35,5,0,2,1,1,62634.94,0,0,1,0,0.040344423115412,0,0.459655576884588,0,TRUE,0,1,0,0,,,,,,,,,
,793,0,35,2,0,2,1,1,79704.12,1,0,0,0,0.040352056650747,0,0.459647943349253,0,TRUE,0,1,0,0,,,,,,,,,
,524,0,29,7,0,2,1,1,105448.74,1,0,0,0,0.04054068353925,0,0.45945931646075,0,TRUE,0,1,0,0,,,,,,,,,
,602,0,32,10,0,2,1,1,116052.92,1,0,0,0,0.040677495447595,0,0.459322504552405,0,TRUE,0,1,0,0,,,,,,,,,
,631,0,29,3,0,2,1,1,197963.46,0,0,1,0,0.040729327127281,0,0.459270672872719,0,TRUE,0,1,0,0,,,,,,,,,
,628,0,28,4,0,2,1,1,176750.81,0,0,1,0,0.040873472631143,0,0.459126527368857,0,TRUE,0,1,0,0,,,,,,,,,
,799,0,38,2,0,2,1,1,59297.34,0,0,1,0,0.040958015211746,0,0.459041984788254,0,TRUE,0,1,0,0,,,,,,,,,
,596,0,36,2,0,2,0,1,125557.95,0,0,1,0,0.040996787109912,0,0.459003212890088,0,TRUE,0,1,0,0,,,,,,,,,
,549,0,31,4,0,2,0,1,25684.85,1,0,0,0,0.041012736638372,0,0.458987263361628,0,TRUE,0,1,0,0,,,,,,,,,
,675,0,35,8,0,2,1,1,56642.97,1,0,0,0,0.041158928501197,0,0.458841071498804,0,TRUE,0,1,0,0,,,,,,,,,
,466,0,29,6,0,2,1,1,2797.27,1,0,0,0,0.041437707749325,0,0.458562292250675,0,TRUE,0,1,0,0,,,,,,,,,
,611,0,30,9,0,2,1,1,148887.69,1,0,0,0,0.041546452514572,0,0.458453547485428,0,TRUE,0,1,0,0,,,,,,,,,
,741,0,25,4,0,2,1,1,73873.65,0,0,1,0,0.04169265367926,0,0.45830734632074,0,TRUE,0,1,0,0,,,,,,,,,
,605,0,35,6,0,2,1,1,45206.57,1,0,0,0,0.041956880783975,0,0.458043119216025,0,TRUE,0,1,0,0,,,,,,,,,
,574,0,36,3,0,2,1,1,8559.66,0,0,1,0,0.04196170918023,0,0.458038290819771,0,TRUE,0,1,0,0,,,,,,,,,
,685,0,39,9,0,2,1,1,18826.06,0,0,1,0,0.04207241409328,0,0.45792758590672,0,TRUE,0,1,0,0,,,,,,,,,
,732,0,36,7,0,2,1,1,60830.24,1,0,0,0,0.042185558991701,0,0.457814441008299,0,TRUE,0,1,0,0,,,,,,,,,
,601,0,35,2,0,2,1,1,118983.18,1,0,0,0,0.042286817385995,0,0.457713182614005,0,TRUE,0,1,0,0,,,,,,,,,
,596,0,36,2,0,2,1,1,12067.39,1,0,0,0,0.042370610073408,0,0.457629389926592,0,TRUE,0,1,0,0,,,,,,,,,
,515,0,33,2,0,2,1,1,136028.97,1,0,0,0,0.042503281487713,0,0.457496718512287,0,TRUE,0,1,0,0,,,,,,,,,
,494,0,25,6,0,2,0,1,109988.09,1,0,0,0,0.042542310684172,0,0.457457689315828,0,TRUE,0,1,0,0,,,,,,,,,
,568,0,39,5,0,2,1,1,129569.92,0,0,1,0,0.042619779715538,0,0.457380220284462,0,TRUE,0,1,0,0,,,,,,,,,
,498,0,34,2,0,2,1,1,148528.24,1,0,0,0,0.042702846570037,0,0.457297153429963,0,TRUE,0,1,0,0,,,,,,,,,
,545,0,26,7,0,2,0,1,156598.23,1,0,0,0,0.042897672095831,0,0.457102327904169,0,TRUE,0,1,0,0,,,,,,,,,
,698,0,36,6,0,2,0,1,19231.98,1,0,0,0,0.042955426194349,0,0.457044573805651,0,TRUE,0,1,0,0,,,,,,,,,
,567,0,36,7,0,2,0,1,3896.08,1,0,0,0,0.043098910947619,0,0.456901089052381,0,TRUE,0,1,0,0,,,,,,,,,
,587,0,36,1,0,2,0,1,17135.6,1,0,0,0,0.043099770658826,0,0.456900229341174,0,TRUE,0,1,0,0,,,,,,,,,
,777,0,39,8,0,2,1,1,18613.52,1,0,0,0,0.043453298913616,0,0.456546701086384,0,TRUE,0,1,0,0,,,,,,,,,
,579,0,28,4,0,2,1,1,176925.69,1,0,0,0,0.043679906467217,0,0.456320093532783,0,TRUE,0,1,0,0,,,,,,,,,
,599,0,34,8,0,2,1,1,174196.68,1,0,0,0,0.043715588775989,0,0.456284411224011,0,TRUE,0,1,0,0,,,,,,,,,
,576,0,33,3,0,2,0,1,190112.05,0,0,1,0,0.044075342913049,0,0.455924657086951,0,TRUE,0,1,0,0,,,,,,,,,
,509,0,35,8,0,2,0,1,67431.28,1,0,0,0,0.044506301268925,0,0.455493698731075,0,TRUE,0,1,0,0,,,,,,,,,
,670,0,38,7,0,2,1,1,77864.41,1,0,0,0,0.044975107444092,0,0.455024892555908,0,TRUE,0,1,0,0,,,,,,,,,
,701,0,39,2,0,2,1,1,82526.92,1,0,0,0,0.045039652659469,0,0.454960347340531,0,TRUE,0,1,0,0,,,,,,,,,
,539,0,39,2,0,2,1,1,48189.94,0,0,1,0,0.045127017779398,0,0.454872982220602,0,TRUE,0,1,0,0,,,,,,,,,
,671,1,31,6,0,2,1,1,15846.42,1,0,0,0,0.045292670638513,0,0.454707329361487,0,TRUE,0,1,0,0,,,,,,,,,
,694,1,30,9,0,2,1,1,26960.31,1,0,0,0,0.045503038942644,0,0.454496961057356,0,TRUE,0,1,0,0,,,,,,,,,
,683,1,29,9,0,2,1,1,48849.89,1,0,0,0,0.04567365176864,0,0.45432634823136,0,TRUE,0,1,0,0,,,,,,,,,
,674,0,36,2,0,2,1,1,182787.17,0,0,1,0,0.045821507379107,0,0.454178492620893,0,TRUE,0,1,0,0,,,,,,,,,
,717,0,38,7,0,2,1,1,158580.05,1,0,0,0,0.045908336982394,0,0.454091663017606,0,TRUE,0,1,0,0,,,,,,,,,
,792,0,31,6,71269.89,2,0,1,125912.77,1,0,0,0,0.045930851295863,0,0.454069148704137,0,TRUE,0,1,0,0,,,,,,,,,
,687,1,26,6,0,2,1,1,32909.13,1,0,0,0,0.046061341088656,0,0.453938658911344,0,TRUE,0,1,0,0,,,,,,,,,
,471,0,26,8,0,2,1,1,179655.87,0,0,1,0,0.046090085176591,0,0.45390991482341,0,TRUE,0,1,0,0,,,,,,,,,
,726,1,24,6,0,2,1,1,54724.03,1,0,0,0,0.046229530947146,0,0.453770469052854,0,TRUE,0,1,0,0,,,,,,,,,
,681,0,38,3,0,2,1,1,112491.96,1,0,0,0,0.046263423328569,0,0.453736576671431,0,TRUE,0,1,0,0,,,,,,,,,
,656,0,39,10,0,2,1,1,98894.64,1,0,0,0,0.046341543621245,0,0.453658456378755,0,TRUE,0,1,0,0,,,,,,,,,
,588,1,21,8,0,2,1,1,110114.19,1,0,0,0,0.046546693456979,0,0.453453306543021,0,TRUE,0,1,0,0,,,,,,,,,
,675,0,39,7,0,2,0,1,36267.21,1,0,0,0,0.046571283261352,0,0.453428716738649,0,TRUE,0,1,0,0,,,,,,,,,
