,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.855333333333333,0.771333333333333,0.798333333333333,0.854666666666667
7891,678,0,48,2,101099.9,2,0,1,193476.04,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
6772,539,0,39,6,0,2,1,1,86767.48,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9083,427,0,40,8,0,2,1,1,82870.75,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3590,677,0,37,3,88363.03,1,0,1,117946.3,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9551,694,0,31,4,141989.27,2,1,0,26116.82,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3707,652,1,42,3,83492.07,2,1,0,37914.12,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
1989,695,0,28,0,96020.86,1,1,1,57992.49,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3999,696,0,19,1,110928.51,1,1,1,2766.63,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1884,656,0,35,6,0,2,1,0,1485.27,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9355,739,1,40,8,0,1,1,0,167030.51,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
3131,648,1,39,3,126935.98,2,0,1,57995.74,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9,684,0,27,2,134603.88,1,1,1,71725.73,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7,376,1,29,4,115046.74,4,1,0,119346.88,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
3285,735,1,43,9,98807.45,1,0,0,184570.04,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
7477,677,1,56,0,119963.45,1,0,0,158325.87,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
2751,704,0,42,8,129735.3,2,1,1,179565.57,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3019,577,0,29,7,0,2,1,1,55473.15,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2294,591,0,33,9,131765.72,1,1,0,118782.06,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2442,680,1,34,1,0,2,1,0,167035.07,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8080,757,0,47,3,130747.1,1,1,0,143829.54,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
4926,674,1,36,6,100762.64,1,1,0,182156.86,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
7149,680,0,37,4,0,2,1,0,61240.87,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2739,625,0,45,7,137555.44,1,0,0,124607.7,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
1201,399,0,46,2,127655.22,1,1,0,139994.68,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
6062,718,0,32,8,0,2,1,1,41399.33,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1560,720,1,43,10,110822.9,1,0,0,72861.94,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
5801,584,1,50,1,0,1,0,1,152567.75,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
4672,756,1,23,1,112568.31,1,1,1,113408.11,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6586,643,0,33,7,98630.31,2,1,1,40250.82,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5351,558,0,41,2,124227.14,1,1,1,111184.67,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8808,753,1,36,7,128518.98,1,1,1,44567.83,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1449,594,1,26,6,135067.52,2,0,0,131211.86,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4532,548,0,38,0,178056.54,2,1,0,38434.73,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6225,598,0,32,9,123938.6,2,1,0,198894.42,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3406,632,1,29,7,80922.75,1,1,0,7820.78,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
6526,574,1,34,7,152992.91,1,1,1,134691.2,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2771,714,0,28,7,77776.39,1,1,0,177737.07,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9470,751,1,28,10,132932.14,2,1,1,46630.47,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4968,604,0,41,3,0,1,0,0,11819.84,0,0,1,0,1,1,0,0.647285223367698,TRUE,TRUE,FALSE,FALSE,FALSE
1586,735,1,33,4,0,2,1,0,149474.69,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
712,632,0,38,1,120599.21,1,1,0,92816.86,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9021,655,1,61,2,183997.7,2,1,1,161217.18,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
426,492,0,39,10,124576.65,2,1,0,148584.61,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
1254,628,1,46,1,46870.43,4,1,0,31272.14,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
4865,590,1,29,4,0,2,1,0,121846.81,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7432,724,0,31,2,160997.54,2,0,1,64831.36,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1212,610,0,42,6,0,2,1,0,158302.59,0,0,1,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
9264,414,0,60,3,0,2,1,1,93844.82,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6928,781,1,48,0,57098.96,1,1,0,85644.06,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
2390,602,0,32,7,184715.86,2,1,0,113781.99,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1196,718,0,28,4,65643.3,1,1,0,28760.99,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5762,733,0,39,5,91538.51,1,1,1,93783,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8500,660,0,37,2,97324.91,1,1,0,23291.83,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
649,652,0,38,6,0,2,1,1,145700.22,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5888,443,1,54,3,138547.97,1,1,1,70196.23,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
8940,657,0,38,7,0,2,1,0,185827.74,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6695,646,1,33,2,0,2,0,0,198208,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3776,750,0,33,2,152302.72,1,1,0,71333.44,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8519,631,0,29,7,0,2,0,1,125877.22,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6537,521,1,39,3,146408.68,1,0,0,72993.67,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5401,654,0,47,10,0,2,1,0,170481.98,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7861,607,0,28,1,135936.1,2,1,1,110560.14,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3096,613,0,59,8,91415.76,1,0,0,27965,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
2723,614,1,41,8,121558.46,1,1,1,598.8,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
820,659,0,36,4,132578.92,2,1,0,84320.94,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6153,550,0,31,5,142200.19,2,1,1,122221.71,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8212,603,0,32,7,0,1,1,0,198055.94,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
2513,666,0,39,10,0,2,1,0,102999.33,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2790,540,0,39,4,127278.31,1,1,1,16150.34,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8743,450,0,25,9,74237.2,2,0,1,195463.35,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
286,602,0,29,5,103907.28,1,1,0,161229.84,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5890,482,0,38,4,124976.19,1,1,0,35848.12,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
1020,625,0,49,6,173434.9,1,1,0,165580.93,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
7500,694,0,47,4,0,2,1,0,197528.62,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3487,671,1,31,7,41299.03,1,0,1,102681.32,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2133,688,1,32,6,123157.95,1,1,0,172531.23,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3218,663,0,36,10,0,2,1,0,136349.55,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3185,652,1,45,9,110827.49,1,1,1,153383.54,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
210,689,0,33,2,161814.64,2,1,0,169381.9,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7066,729,1,42,1,0,2,1,1,149535.97,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7517,586,0,58,7,151933.63,1,1,0,162960.05,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
618,546,0,42,7,139070.51,1,1,1,86945,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8535,597,0,43,2,85162.26,1,0,1,5104.08,0,0,1,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
3098,539,1,24,3,0,2,1,1,198161.07,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4427,771,1,23,7,156123.73,1,1,0,72990.62,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6498,613,1,27,5,125167.74,1,1,0,199104.52,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9760,652,0,31,2,119148.55,1,0,0,149740.22,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9013,591,1,34,3,96127.27,1,0,0,30972.06,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4572,669,1,30,7,139872.81,1,1,0,188795.85,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
9745,818,0,36,4,0,2,1,1,8037.03,1,0,0,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
3760,835,0,38,7,86824.09,1,0,0,175905.97,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5468,591,0,45,5,0,2,1,1,155492.87,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2839,558,1,32,1,108262.87,1,1,1,6935.31,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6450,834,1,28,6,0,1,1,0,74287.53,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
9038,803,1,50,8,98173.02,1,0,0,22457.25,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
2115,404,1,54,4,125456.07,1,1,0,83715.66,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
256,727,0,34,10,0,2,1,1,198637.34,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5060,577,1,35,4,108155.49,1,1,0,105407.79,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5039,660,1,38,5,110570.78,2,1,0,195906.59,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9587,719,1,76,10,95052.29,1,1,0,176244.87,0,1,0,1,0,1,0,0.68192439862543,TRUE,FALSE,TRUE,FALSE,FALSE
3358,705,1,33,5,116765.7,1,0,0,190659.17,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
5835,609,0,37,5,129312.79,1,1,1,26793.82,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2727,754,0,57,2,101134.87,2,1,1,70954.41,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
5110,682,1,33,8,74963.5,1,1,1,32770.56,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8611,596,1,30,1,0,2,1,0,8125.39,0,0,1,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
4030,603,1,42,6,0,1,1,1,90437.87,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
5447,726,0,50,9,94504.35,1,0,1,5078.9,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
6556,840,1,51,1,87779.83,1,0,1,36687.11,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
1999,633,0,43,3,144164.29,1,1,1,158646.46,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
7124,596,0,34,4,99441.21,2,0,1,4802.27,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4267,711,1,41,3,145754.91,1,1,1,101455.07,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1460,578,0,23,10,88980.32,1,1,1,125222.36,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2289,644,0,48,8,0,2,0,1,44965.54,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
2068,658,1,31,2,36566.96,1,1,0,103644.98,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
309,438,0,31,8,78398.69,1,1,0,44937.01,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9765,445,0,64,2,136770.67,1,0,1,43678.06,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6949,766,0,37,2,99660.13,2,0,1,147700.78,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4238,655,1,39,6,94631.26,2,1,1,148948.52,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
741,546,0,24,8,156325.38,1,1,1,125381.02,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5538,717,1,28,9,82498.14,2,0,0,40437.67,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5875,512,1,33,6,121685.31,2,1,1,83681.97,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3754,535,0,35,8,118989.92,1,1,1,135536.72,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2306,697,1,34,2,126558.92,1,1,0,73334.43,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
879,518,1,45,9,105525.65,2,1,1,73418.29,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3460,470,0,39,5,117469.91,2,0,0,63705.9,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6318,738,1,57,9,148384.64,1,0,0,155047.11,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
565,543,0,36,4,0,2,1,1,141210.5,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
422,535,0,40,7,111756.5,1,1,0,8128.32,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
7893,642,0,40,8,109219.83,1,1,0,52827.51,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
101,623,1,44,6,0,2,0,0,167162.43,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
6200,850,1,31,3,51293.47,1,0,0,35534.68,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6247,678,1,46,1,0,2,0,0,82106.19,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9680,590,0,36,1,0,2,1,0,48876.84,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
627,752,0,49,2,78653.84,1,1,0,7698.6,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
6856,528,0,34,1,125566.9,1,1,1,176763.27,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4639,789,1,27,8,66201.96,1,1,1,79458.12,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9283,562,1,27,3,0,2,1,0,28137.03,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3989,666,0,30,7,109805.3,1,0,1,163625.56,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
657,601,1,54,1,131039.97,2,1,1,199661.5,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
1011,719,0,35,3,122964.88,1,1,1,138231.7,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8168,597,1,33,2,0,2,1,1,4700.66,0,0,1,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
9017,830,1,40,8,77701.64,1,0,1,19512.38,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
1127,549,1,45,3,143734.01,2,1,1,96404.38,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
9807,649,1,36,8,0,2,0,1,109179.89,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6073,471,1,36,5,90063.74,2,1,1,96366.7,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5611,625,0,42,6,100047.33,1,1,0,93429.95,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2202,850,0,28,9,97408.03,1,1,1,175853.64,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5142,719,1,48,5,0,2,0,0,78563.66,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8728,434,0,41,4,108128.52,1,0,1,56784.11,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7515,623,1,35,0,130557.24,1,1,1,47880.71,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8300,733,0,48,7,85915.52,1,1,1,23860.5,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
9885,670,0,33,8,126679.69,1,1,1,39451.09,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
148,735,0,44,9,120681.63,1,1,0,74836.34,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2822,569,1,34,3,0,1,1,0,133997.53,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8791,725,1,25,9,0,2,1,1,168607.74,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7309,547,1,22,7,141287.15,1,1,0,118142.79,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9606,524,0,44,10,118569.03,2,0,0,82117.2,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4250,489,1,38,5,117289.92,1,0,0,85231.88,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4708,530,0,44,6,0,2,0,0,55893.37,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9517,543,0,37,8,140894.06,2,1,1,118059.19,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4664,697,1,23,10,0,2,1,1,79734.23,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9149,597,1,43,7,119127.46,2,1,0,55809.92,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
1461,611,0,34,4,0,2,1,0,170950.58,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5895,738,0,37,7,140950.92,2,1,0,195333.98,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
907,516,1,46,1,104947.72,1,1,0,115789.25,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
4759,557,0,34,3,0,1,0,1,123427.98,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3483,499,0,39,6,0,2,1,1,81409,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2832,582,0,20,4,0,1,1,1,55763.66,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8103,479,0,51,1,107714.74,3,1,0,86128.21,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
6305,726,1,33,7,99046.31,2,1,1,56053.06,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3468,820,1,49,1,0,2,1,1,119087.25,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7056,725,0,31,8,0,2,1,1,59650.42,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6404,649,1,49,2,0,1,1,0,84863.85,0,0,1,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
2329,850,0,35,3,162442.35,1,1,0,183566.78,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6830,765,0,43,9,157960.49,2,0,0,136602.8,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3420,680,0,31,1,0,2,1,1,3148.2,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
208,643,0,45,5,0,1,1,0,142513.5,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
1342,652,0,71,4,0,1,1,1,120107.1,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2934,631,0,33,7,0,1,1,1,58043.02,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
2964,721,0,46,1,115764.32,2,0,0,102950.79,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
614,688,0,26,8,146133.39,1,1,1,175296.76,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8770,615,0,59,8,0,2,1,1,165576.55,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3295,754,1,19,9,0,1,1,0,189641.11,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8272,753,0,32,5,159904.79,1,1,0,148811.14,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1191,639,0,27,3,150795.81,1,0,1,85208.93,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5051,704,0,36,8,127397.34,1,1,0,151335.24,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7493,610,1,37,10,140363.95,2,1,1,129563.86,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1370,769,1,26,7,0,2,1,0,176843.53,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8621,568,0,33,7,0,2,1,0,143450.61,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1450,632,0,31,3,136556.44,1,1,0,82152.83,0,0,1,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
5155,713,1,42,3,0,2,0,0,82565.01,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
846,714,0,21,6,86402.52,2,0,0,27330.59,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5632,644,0,44,5,73348.56,1,1,0,157166.79,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
149,416,0,32,0,0,2,0,1,878.87,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5485,573,0,38,4,0,2,1,1,196517.43,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1910,617,0,42,0,70105.87,1,1,1,120830.73,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8801,510,1,52,6,191665.21,1,1,1,131312.56,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
7957,850,1,34,3,129668.43,2,1,1,88743.99,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6735,842,1,37,4,132446.08,2,1,0,87071.18,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
7298,620,0,28,9,71902.52,1,0,1,190208.23,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
620,593,0,35,9,114193.24,1,1,0,71154.1,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1463,517,0,37,5,113308.84,1,0,1,31517.16,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
