,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
2172,0,1,1,61,1,0,1927,1,2,1,4,2,1,2,2,2,1,3,3,3,2,0,9.0
8166,0,1,1,18,1,0,1276,2,0,2,2,4,2,4,4,3,5,4,3,5,4,0,2.0
28519,1,0,1,19,1,0,1586,5,3,3,3,1,2,4,5,5,5,5,3,5,1,0,0.0
32668,1,1,1,51,1,0,2309,4,1,4,4,4,4,4,4,4,1,4,4,4,4,0,0.0
55979,0,0,0,24,0,0,1867,3,4,3,4,2,3,2,2,1,4,4,4,4,2,0,0.0
129173,1,1,1,47,0,1,453,3,3,3,3,3,4,4,5,5,5,5,4,5,5,0,0.0
95728,1,1,1,51,0,1,1604,5,5,5,5,5,4,4,4,4,4,4,3,4,4,0,0.0
105793,1,1,1,55,0,1,411,4,4,4,4,3,5,4,4,4,4,4,3,4,5,10,1.0
100635,0,1,1,55,0,1,2163,4,4,4,4,4,3,2,4,4,4,4,1,4,3,0,3.0
52070,0,0,0,22,0,0,1664,3,2,3,4,3,3,3,3,1,5,3,4,3,3,14,0.0
49272,0,0,0,25,0,0,1640,2,3,1,4,1,1,4,1,1,5,3,1,3,1,0,12.0
38369,0,0,1,37,1,0,2360,4,5,5,5,5,5,5,5,4,3,4,4,5,5,16,6.0
14314,0,1,1,24,1,0,1503,2,4,2,3,2,2,2,2,5,3,5,4,5,2,0,26.0
29044,0,1,1,37,1,0,1434,3,5,3,1,3,3,3,3,5,5,3,1,3,3,0,0.0
39669,1,1,1,13,1,0,1835,5,5,5,2,5,5,5,5,5,5,5,5,5,5,13,1.0
6562,0,1,1,24,1,0,1144,1,5,1,2,4,1,4,4,5,2,4,4,4,4,0,0.0
108326,1,0,1,57,0,1,3551,1,1,1,1,5,5,5,4,4,4,4,3,4,3,38,41.0
17187,1,0,1,67,1,1,959,4,5,5,5,4,4,4,4,1,5,5,3,1,4,47,52.0
121712,1,0,1,44,0,1,3821,1,1,1,1,5,4,4,5,5,5,5,3,5,4,0,0.0
40207,1,0,0,18,0,1,2260,0,0,0,2,1,0,3,1,4,2,5,3,4,1,0,9.0
90511,1,1,1,39,0,1,2610,5,5,3,5,5,4,5,4,4,4,4,5,4,4,44,42.0
114844,1,1,1,34,0,1,3838,3,3,3,3,2,4,4,5,5,5,5,5,5,3,8,0.0
52956,0,0,0,32,0,1,1993,3,3,3,2,3,3,3,3,2,2,3,4,3,3,24,6.0
84756,0,0,1,16,0,1,3262,3,5,5,5,3,3,3,3,4,4,3,4,3,3,0,15.0
53950,0,1,0,30,0,1,1667,3,3,3,3,2,3,2,2,4,3,4,4,4,2,0,0.0
112660,1,0,1,60,0,1,3841,1,1,1,1,4,5,5,4,4,5,4,3,4,5,4,0.0
39742,1,1,1,13,1,0,2452,5,5,5,3,4,5,4,4,4,4,5,5,4,4,0,4.0
35731,0,1,1,8,1,0,1958,4,4,4,4,5,4,4,5,4,5,4,1,3,5,0,0.0
63827,1,0,1,48,0,1,2614,0,0,0,2,4,5,5,5,5,5,5,3,5,3,11,14.0
46539,0,0,0,32,0,1,1001,2,2,2,2,4,2,4,4,3,4,5,3,4,4,59,65.0
101409,1,0,1,43,0,1,364,2,2,2,2,3,5,4,4,4,4,4,5,4,3,2,0.0
69801,0,1,1,56,0,0,1497,2,4,4,4,1,2,1,1,4,2,3,2,4,1,0,0.0
83573,0,0,1,27,0,1,2876,3,4,4,4,3,3,3,3,3,5,3,4,2,3,0,0.0
37622,1,0,1,17,1,0,1643,4,5,4,3,1,4,4,1,5,2,4,3,4,1,0,32.0
10897,0,1,1,60,1,0,2041,2,3,2,2,3,2,3,3,4,1,2,3,3,3,11,15.0
8050,0,1,1,56,1,0,1971,1,5,5,3,3,5,4,3,3,5,4,3,4,3,0,0.0
15733,1,0,1,62,1,0,417,1,1,2,1,2,4,4,4,4,4,4,4,4,5,0,0.0
1957,1,0,1,57,1,0,403,4,4,5,3,3,5,3,3,4,3,5,3,4,3,0,0.0
40239,1,0,0,20,0,0,1590,0,0,0,3,3,0,2,3,4,3,5,5,4,3,0,0.0
128646,1,0,1,56,0,1,773,5,5,5,5,2,5,5,5,5,5,5,5,5,3,0,0.0
51783,0,0,0,26,0,0,2315,3,2,2,4,4,2,4,4,1,5,3,2,4,4,0,0.0
99199,1,1,1,42,0,1,5511,4,4,4,4,4,4,4,4,2,5,4,4,4,4,133,193.0
88595,1,1,1,56,0,1,4001,3,3,3,3,2,5,4,3,3,4,3,4,3,4,0,0.0
104408,1,1,1,37,0,1,3256,2,2,1,2,5,5,5,4,4,4,4,4,4,5,0,0.0
52737,0,1,0,42,0,1,2027,3,3,3,2,2,3,4,2,3,5,4,4,5,2,15,9.0
104180,1,1,1,27,0,1,3526,3,3,3,3,4,4,4,4,5,4,5,3,5,4,0,0.0
60443,0,0,0,27,0,0,2153,4,4,4,4,2,4,2,2,4,3,4,2,4,2,18,10.0
69848,0,0,1,44,0,1,2637,1,2,2,2,5,4,3,1,1,2,1,2,1,1,0,4.0
48902,0,0,0,26,0,1,1543,2,2,2,4,4,2,4,4,3,4,5,4,5,4,0,0.0
76676,0,1,1,40,0,0,1658,2,3,3,3,2,2,2,2,2,5,3,4,4,2,0,0.0
48764,0,0,0,35,0,0,1616,2,2,2,4,1,2,1,1,1,1,4,4,4,1,6,4.0
21794,1,0,1,40,1,0,2118,2,2,4,2,3,5,4,5,5,5,5,3,5,4,0,0.0
7718,0,1,1,15,1,0,2174,1,5,1,5,1,1,4,1,5,5,4,5,4,1,0,0.0
21110,0,1,1,11,1,0,1753,3,1,3,4,2,3,2,2,1,5,3,1,4,2,45,42.0
18893,0,1,1,35,1,0,1970,2,5,2,4,5,2,5,5,3,1,3,5,3,5,47,33.0
127061,1,1,1,66,0,1,426,2,2,2,2,2,4,4,5,5,5,5,4,5,3,36,38.0
91995,1,0,1,78,0,1,3256,5,5,5,5,5,4,5,4,4,4,4,4,4,3,0,0.0
80903,0,1,1,69,0,1,3381,3,4,4,4,4,2,3,3,3,3,3,3,3,1,61,64.0
15885,1,0,1,13,1,0,2094,5,5,3,5,5,4,4,4,4,4,4,4,4,5,2,2.0
27489,0,1,1,49,1,0,1911,3,4,3,4,3,3,3,3,4,1,3,3,3,3,0,0.0
53291,0,1,0,49,0,1,2298,3,3,3,3,4,3,4,4,5,3,5,3,4,4,0,0.0
122422,1,1,1,54,0,1,704,1,1,1,1,4,5,5,5,5,5,5,3,5,5,0,8.0
69865,1,1,1,46,0,1,733,1,1,1,1,3,4,5,1,1,2,1,4,1,4,0,0.0
85097,0,0,1,41,0,1,3123,3,1,1,1,3,3,3,3,3,3,3,1,3,2,0,2.0
31142,0,0,1,23,1,0,1522,3,5,3,4,4,3,4,4,3,4,5,3,5,4,0,22.0
34776,0,0,1,61,1,0,708,4,4,4,2,2,5,4,2,2,4,2,4,2,3,38,33.0
115003,1,0,1,50,0,1,3118,1,1,1,1,5,5,5,5,5,5,5,5,5,3,10,8.0
90683,1,1,1,57,0,1,892,5,5,4,5,5,4,5,4,4,4,4,4,4,5,0,0.0
99867,1,1,1,30,0,1,3267,2,2,3,2,4,4,4,4,3,3,5,3,5,4,0,0.0
52746,0,0,0,41,0,1,1661,3,3,3,2,3,3,3,3,5,2,4,4,5,3,53,53.0
67203,0,1,1,59,0,1,2652,1,1,1,1,5,3,3,1,1,1,1,4,1,4,0,0.0
122588,1,1,1,14,0,1,2216,1,1,1,1,5,5,5,5,4,3,4,5,4,5,0,0.0
29462,0,1,1,27,1,0,2067,3,5,3,2,1,3,1,1,3,5,5,5,5,1,0,1.0
36264,0,0,1,36,1,0,1870,4,4,5,2,4,5,4,4,5,5,4,4,5,4,0,0.0
54834,0,1,0,37,0,0,1922,3,3,3,4,5,3,5,5,2,4,3,2,4,5,0,0.0
61310,1,1,0,62,0,1,1780,4,5,5,5,4,4,2,4,4,3,4,3,4,4,6,13.0
98778,1,1,1,41,0,1,933,1,1,1,1,4,5,5,4,4,4,4,5,4,5,25,21.0
54596,0,0,0,43,0,1,2010,3,3,3,4,5,3,5,5,5,3,4,3,4,5,49,45.0
76216,0,0,1,42,0,1,2668,2,1,1,1,2,2,2,2,5,3,3,2,4,2,815,822.0
103886,1,0,1,19,0,1,2059,2,2,2,2,4,4,4,4,3,2,4,3,5,4,0,17.0
118659,1,0,1,46,0,1,3616,3,3,5,3,5,5,5,5,5,5,5,4,5,4,94,99.0
107811,1,1,1,50,0,1,700,1,1,1,1,2,5,4,4,4,4,4,4,4,4,0,0.0
87479,1,1,1,59,0,1,967,5,5,5,5,5,5,4,3,3,4,3,4,3,5,67,57.0
99957,1,1,1,29,0,1,3387,4,4,4,4,4,4,4,4,3,2,4,4,5,4,50,45.0
42588,0,0,0,18,0,0,2480,1,1,1,3,2,1,3,2,4,5,5,5,4,2,0,0.0
75901,0,0,1,49,0,1,1860,2,1,1,1,3,4,4,2,2,2,2,1,2,4,0,15.0
51785,0,1,0,21,0,0,1940,3,2,2,4,4,2,4,4,1,3,4,1,4,4,0,0.0
99073,1,0,1,48,0,0,267,4,4,4,4,2,5,1,4,4,4,4,4,4,5,12,18.0
58680,0,0,0,21,0,0,1504,4,4,4,1,2,4,2,2,2,1,1,2,1,2,0,0.0
37895,1,0,1,27,1,0,1924,4,5,4,4,2,4,5,2,4,2,4,5,5,2,0,0.0
28038,1,0,1,43,1,0,735,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,6.0
11572,1,0,1,27,1,0,2125,5,5,2,5,2,4,4,4,4,4,4,4,4,4,76,84.0
28421,0,1,1,10,1,0,1871,3,5,2,1,3,2,3,3,4,4,5,5,4,3,0,0.0
111187,1,0,1,42,0,0,540,5,4,4,4,1,1,5,3,3,5,3,4,3,1,0,0.0
118081,1,0,1,33,0,1,3074,5,5,5,5,2,5,5,5,5,5,5,3,5,3,39,25.0
60339,0,0,0,32,0,0,2077,4,4,4,4,4,4,4,4,4,4,3,2,4,4,0,20.0
3472,1,0,1,57,1,0,925,0,0,0,2,4,4,5,4,4,4,4,5,4,4,5,1.0
56801,1,1,0,22,0,0,1915,4,0,4,2,3,4,3,3,3,5,4,4,4,3,42,41.0
49218,0,1,0,26,0,1,1541,2,2,2,5,3,2,3,3,3,3,4,5,4,3,0,0.0
53621,0,1,0,38,0,1,2457,3,3,3,3,4,3,4,4,4,4,4,4,5,4,0,0.0
79882,1,0,1,54,0,1,1715,5,5,3,5,4,4,5,3,3,3,3,4,3,4,17,21.0
44460,0,0,0,26,0,1,2252,1,5,1,4,1,1,1,1,5,2,5,5,5,1,8,15.0
106804,0,0,1,49,0,1,2220,4,4,4,4,5,3,3,4,4,4,4,3,4,1,0,0.0
11176,1,0,1,50,1,0,644,4,4,4,4,5,5,5,4,4,4,4,1,4,1,1,0.0
11174,0,1,1,38,1,0,1616,2,3,2,3,1,2,1,1,3,4,2,4,2,1,0,0.0
7454,0,1,1,17,1,0,1401,1,5,1,4,5,1,5,5,5,5,4,5,5,5,9,10.0
39069,1,1,1,17,1,0,1742,5,4,5,2,5,5,2,5,5,3,5,4,4,5,0,0.0
35781,0,0,1,32,1,0,1526,4,4,4,4,1,4,1,1,3,5,5,3,5,1,0,0.0
7739,0,1,1,51,1,0,2148,1,5,1,5,1,1,1,1,5,3,5,3,4,1,0,0.0
115476,1,1,1,45,0,1,639,4,4,4,4,5,4,4,5,5,5,5,5,5,5,0,0.0
76281,0,1,1,50,0,1,674,2,1,1,1,3,4,3,2,2,2,2,2,2,4,15,52.0
52508,0,0,0,30,0,1,1726,3,3,3,1,3,3,1,3,4,2,4,4,4,3,0,29.0
118475,1,0,1,29,0,1,4936,1,1,1,1,5,5,5,5,5,3,5,5,5,5,0,0.0
9811,1,0,1,40,1,0,2287,2,2,2,2,5,4,5,4,4,4,4,5,4,3,0,21.0
36135,0,1,1,28,1,0,2176,4,4,4,5,5,4,5,5,2,1,4,4,5,5,0,0.0
1284,1,0,1,32,1,0,2054,0,5,1,4,5,5,4,3,3,1,3,3,3,5,12,8.0
55445,0,1,0,22,0,0,2423,3,3,3,5,4,3,4,4,4,3,5,5,5,4,3,11.0
81331,0,0,1,60,0,0,1399,3,1,1,1,3,4,4,3,3,3,3,4,3,2,110,109.0
7284,0,1,1,13,1,0,2991,1,5,1,4,5,1,5,5,4,2,4,3,4,5,0,5.0
40758,1,0,0,21,0,1,1425,0,4,1,3,3,1,3,3,5,3,4,3,5,3,9,28.0
113118,1,1,1,58,0,1,2119,2,2,2,2,3,4,5,5,5,5,4,4,5,5,0,0.0
111737,1,0,1,57,0,1,3666,5,5,5,5,4,5,5,4,4,5,4,4,4,3,0,0.0
40675,1,0,0,22,0,0,1646,0,4,0,1,3,0,3,3,3,4,4,5,5,3,0,0.0
116651,1,0,1,40,0,1,330,5,5,5,5,4,4,5,5,5,5,5,3,5,4,48,74.0
65295,1,0,1,35,0,1,89,0,4,0,4,2,4,4,4,4,4,4,5,4,3,6,14.0
74668,0,1,1,33,0,0,1127,2,3,3,3,2,2,2,2,2,2,3,4,3,2,0,0.0
127826,1,1,1,41,0,1,3743,4,4,4,4,2,4,4,5,5,5,5,4,5,4,0,0.0
56001,0,0,0,22,0,0,1919,3,4,3,4,5,3,5,5,3,4,3,3,4,5,5,2.0
45084,0,1,0,25,0,0,2058,2,0,2,4,2,2,2,2,1,5,4,4,3,2,0,0.0
57794,0,0,0,61,0,0,1192,4,2,4,3,4,4,4,4,1,3,3,1,3,4,0,0.0
96480,0,0,1,39,0,1,3721,4,5,5,5,3,2,2,4,4,4,4,4,4,1,42,41.0
57709,0,0,0,26,0,1,1607,4,2,4,2,5,4,5,5,3,4,2,3,3,5,19,49.0
71918,0,0,1,65,0,1,2719,2,4,4,4,2,2,2,2,2,2,2,4,2,3,0,0.0
33295,1,1,1,66,1,0,1346,4,2,4,4,4,4,4,4,1,2,3,3,4,4,0,0.0
26728,0,1,1,69,1,0,979,3,4,3,3,2,3,1,2,3,4,3,3,3,2,1,0.0
167,1,0,1,63,1,0,231,0,2,0,4,2,4,3,4,4,0,5,4,4,2,0,0.0
1987,0,1,1,27,1,0,2082,1,2,1,3,3,1,1,3,4,5,2,4,2,3,11,5.0
25586,1,0,1,28,1,0,1583,4,4,4,4,5,5,5,5,2,3,4,4,5,5,0,0.0
26647,0,1,1,10,1,0,1595,3,4,3,3,3,3,3,3,5,2,4,5,5,3,20,31.0
92725,1,1,1,48,0,1,2296,5,5,5,5,3,5,5,4,4,4,4,5,4,4,25,23.0
15651,0,1,1,17,1,1,1615,2,4,2,5,3,2,3,3,5,2,4,5,5,3,10,0.0
107917,1,0,1,43,0,1,1576,4,4,4,4,2,5,4,4,4,4,4,5,4,4,0,0.0
78862,1,1,1,23,0,1,3362,4,4,4,4,2,3,2,2,5,2,4,4,5,2,0,0.0
76568,1,0,1,52,0,1,587,4,4,1,4,3,5,4,2,2,2,2,3,2,5,6,1.0
100496,1,1,1,39,0,1,3684,4,4,2,4,4,5,4,4,4,4,4,3,4,4,14,11.0
122664,1,0,1,59,0,1,1917,2,2,2,2,5,5,4,5,5,5,5,4,5,4,11,16.0
3922,0,1,1,25,1,0,1532,1,4,1,2,1,1,1,1,4,5,4,3,4,1,28,27.0
55716,0,1,0,23,0,0,1237,3,4,3,2,5,3,1,5,3,4,4,4,4,5,93,93.0
77937,0,1,1,38,0,1,568,3,3,3,3,2,1,2,3,3,2,3,2,3,2,44,36.0
79942,1,1,1,50,0,1,3041,3,3,3,3,2,4,4,3,3,3,3,5,3,5,93,89.0
122946,1,0,1,35,0,1,3545,2,2,2,2,4,5,4,5,5,5,5,3,5,3,8,2.0
82943,0,0,1,28,0,1,2012,3,3,3,3,3,3,3,3,2,2,3,3,3,3,8,3.0
104279,1,0,1,25,0,1,2036,4,4,4,4,4,4,4,4,4,4,4,3,5,4,0,0.0
53570,0,1,0,39,0,1,2273,3,3,3,3,3,3,3,3,1,2,3,4,3,3,0,0.0
55159,0,0,0,30,0,0,1837,3,3,3,4,5,3,5,5,2,3,4,1,3,5,25,49.0
90865,1,1,1,57,0,1,802,5,5,5,5,2,4,4,4,4,4,4,4,4,5,0,0.0
94507,1,0,1,42,0,1,1889,3,3,3,3,5,4,4,4,4,4,4,4,4,4,35,35.0
36137,1,0,1,47,1,0,770,4,4,4,5,3,4,4,1,1,4,1,5,1,4,0,0.0
11133,0,1,1,46,1,0,2280,2,3,2,3,1,2,1,1,5,1,3,2,3,1,0,0.0
41193,0,1,0,21,0,0,1864,1,0,1,3,4,1,4,4,3,5,4,3,3,4,0,0.0
78804,1,0,1,43,0,1,449,4,4,4,4,4,5,5,2,2,3,2,3,2,3,1,32.0
44282,0,1,0,17,0,0,1974,1,4,1,4,1,1,1,1,4,4,3,4,3,1,0,1.0
60584,1,1,0,20,0,0,2357,4,4,4,4,3,4,3,3,4,2,5,5,4,3,0,0.0
123439,1,0,1,41,0,1,446,3,3,3,3,5,5,5,5,5,5,5,3,5,3,0,28.0
105302,1,0,1,31,0,1,1746,4,4,5,4,4,4,4,4,5,3,4,3,4,4,67,58.0
116107,1,1,1,43,0,1,3190,2,2,2,2,5,5,5,5,5,5,5,5,5,4,0,5.0
58364,1,1,0,69,0,1,1658,4,4,4,1,2,4,2,2,3,3,4,3,4,2,0,0.0
116106,1,0,1,48,0,1,1619,1,1,1,1,3,5,5,5,5,5,5,5,5,5,0,0.0
74109,0,0,1,24,0,1,5135,2,4,4,4,2,2,2,2,2,3,4,1,3,2,0,0.0
78124,0,0,1,17,0,1,3876,3,1,1,1,3,2,3,3,1,5,4,2,4,3,11,15.0
80892,0,0,1,42,0,1,1609,3,5,5,5,2,3,3,3,3,3,3,3,3,2,0,7.0
11813,1,0,1,68,1,0,529,5,5,5,5,2,4,4,4,4,4,4,4,4,3,0,0.0
24000,0,1,1,70,1,0,2328,3,3,5,2,5,1,1,4,3,5,4,1,2,1,166,172.0
2283,1,0,1,14,1,0,1875,4,5,5,3,1,5,2,5,5,5,5,1,5,2,0,0.0
6162,0,1,1,28,1,0,1651,1,5,1,1,4,1,4,4,4,1,1,3,4,4,39,26.0
14225,0,1,1,63,1,0,2377,2,4,2,3,2,2,2,2,4,5,4,2,3,2,6,0.0
6593,0,1,1,30,1,0,1296,1,5,1,2,3,1,3,3,4,5,5,3,4,3,0,4.0
37604,0,0,1,59,1,0,431,4,5,4,3,2,5,4,1,1,4,1,3,1,4,0,0.0
61247,0,0,0,27,0,1,1505,4,5,5,3,2,5,2,2,3,4,5,5,4,2,0,32.0
118287,1,1,1,47,0,1,3294,1,1,1,1,4,4,5,5,5,5,5,3,5,5,34,46.0
99219,1,0,1,41,0,1,809,5,5,5,5,5,5,4,4,4,4,4,4,4,5,0,0.0
94320,1,0,1,40,0,1,3735,4,4,4,4,2,4,5,4,4,4,4,5,4,4,7,0.0
30243,1,0,1,44,1,0,886,5,1,1,1,4,5,3,5,5,5,5,2,5,4,0,0.0
16635,0,1,1,67,1,0,1849,2,5,2,1,2,2,2,2,5,2,5,3,5,2,26,29.0
42529,0,0,0,20,0,0,2362,1,1,1,3,5,1,2,5,4,4,5,3,4,5,2,0.0
79303,1,1,1,31,0,1,4631,2,2,2,2,2,3,2,2,4,5,4,4,4,2,14,11.0
62342,1,0,0,24,0,1,1605,5,4,5,3,5,5,4,5,3,3,5,3,5,5,22,43.0
56215,0,0,0,35,0,0,2005,3,4,4,3,5,4,5,5,3,3,3,1,4,5,0,0.0
30256,1,0,1,38,1,0,1817,1,1,1,1,5,5,5,5,5,2,5,2,4,5,0,0.0
74945,0,0,1,27,0,0,2131,2,3,3,3,2,2,2,2,3,4,3,3,3,2,15,2.0
115907,1,0,1,44,0,1,472,4,4,4,4,5,4,4,5,5,5,5,4,5,5,0,0.0
126615,1,1,1,52,0,1,562,3,3,3,3,5,4,5,5,5,5,5,4,5,3,0,4.0
73142,0,0,1,49,0,0,898,2,2,2,2,1,3,4,2,2,2,2,2,2,3,0,21.0
84770,1,1,1,43,0,1,965,4,4,4,4,2,4,4,3,3,3,3,5,3,5,28,27.0
118187,1,0,1,47,0,1,3036,1,1,1,1,4,5,4,5,5,5,5,5,5,3,0,0.0
68482,0,0,1,45,0,0,941,1,5,3,5,2,3,3,1,1,1,1,3,1,4,0,0.0
6026,1,0,1,18,1,0,2120,1,1,1,1,4,5,5,2,2,3,2,3,2,3,0,6.0
13073,1,0,1,31,1,0,2200,5,5,2,5,5,5,4,4,4,4,4,4,4,4,0,0.0
6401,0,1,1,29,1,0,2839,1,5,1,2,4,1,1,4,5,1,2,2,3,4,0,3.0
23611,0,1,1,13,1,0,1962,3,3,3,4,5,3,5,5,3,1,3,1,4,5,1,0.0
20417,1,0,1,23,1,0,2144,3,3,3,3,4,5,4,4,4,2,5,3,2,4,0,0.0
110164,1,1,1,37,0,1,3729,2,2,2,2,4,5,4,5,5,4,5,4,5,4,61,46.0
100181,1,0,1,41,0,1,606,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0,0.0
122787,1,1,1,41,0,1,1937,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0.0
95030,1,0,1,55,0,1,2818,1,1,5,1,4,5,4,4,4,4,4,3,4,5,106,93.0
7974,0,1,1,62,1,0,1968,1,5,3,1,5,3,5,5,5,4,4,2,5,5,0,9.0
22725,1,0,1,69,1,0,1019,2,2,2,2,4,5,5,5,5,5,5,4,5,3,0,14.0
107440,1,1,1,57,0,1,3437,1,1,5,1,4,4,5,4,4,4,4,5,4,3,0,0.0
65138,1,1,1,49,0,1,58,0,4,0,2,5,5,4,2,2,2,2,4,2,3,0,0.0
124327,1,0,1,39,0,1,3516,1,1,1,1,2,4,5,5,5,5,5,3,5,3,0,0.0
87289,0,1,1,36,0,1,54,1,5,5,5,4,3,4,4,4,4,1,4,4,3,0,0.0
41669,0,1,0,59,0,1,1424,1,1,1,2,3,1,3,3,2,5,3,2,3,3,0,0.0
124555,1,1,1,40,0,1,55,1,1,1,1,3,4,5,5,5,5,5,5,5,5,0,0.0
2845,0,1,1,57,1,0,1391,1,3,1,3,5,1,5,5,3,5,3,2,5,5,0,0.0
88773,1,1,1,44,0,1,2441,4,4,4,4,3,4,5,3,3,4,3,3,3,5,0,4.0
671,1,1,1,64,1,1,737,0,5,0,3,3,5,4,1,1,0,2,4,1,3,0,0.0
7015,0,1,1,7,1,1,2303,1,5,1,3,4,1,4,4,4,5,4,3,5,4,44,37.0
95073,1,1,1,54,0,1,588,2,2,2,2,5,4,4,4,4,4,4,3,4,5,17,40.0
100264,1,1,1,52,0,1,599,1,1,1,1,4,4,4,4,4,4,4,3,4,5,0,3.0
55698,0,0,0,54,0,0,2016,3,4,3,1,5,3,5,5,1,1,4,5,1,5,0,0.0
113679,1,1,1,42,0,1,4995,2,2,2,2,5,4,5,5,2,2,2,5,1,5,110,144.0
123272,1,1,1,39,0,0,1952,5,1,1,1,5,5,5,5,3,3,5,1,3,5,0,1.0
27859,1,0,1,53,1,0,717,5,5,4,5,5,5,5,3,4,3,4,5,3,5,46,70.0
81726,0,1,1,18,0,1,3356,3,5,5,5,3,3,3,3,4,2,3,4,3,3,41,52.0
100727,1,1,1,58,0,1,506,3,3,3,3,4,5,5,4,4,4,4,5,4,4,0,0.0
42708,0,0,0,65,0,1,1972,1,1,1,4,1,1,1,1,4,2,4,1,3,1,118,102.0
74160,0,1,1,39,0,1,3771,2,2,2,2,2,3,4,2,2,2,2,1,2,4,0,0.0
74158,0,0,1,58,0,1,515,2,2,4,2,4,4,3,2,2,2,2,2,2,4,0,0.0
95456,1,1,1,42,0,1,2137,5,5,5,5,4,4,4,4,3,4,4,4,4,4,183,187.0
105375,1,0,1,57,0,1,3686,3,3,3,3,5,4,4,4,4,4,4,4,4,4,22,7.0
49098,0,1,0,39,0,1,2160,2,2,2,5,5,2,5,5,4,5,5,5,5,5,4,0.0
74159,1,1,1,49,0,1,1649,2,2,2,2,2,4,4,2,2,2,2,3,2,5,8,20.0
105715,1,0,1,56,0,1,424,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,0.0
95450,1,0,1,57,0,1,2127,4,4,4,4,3,5,4,4,4,4,4,3,4,3,0,0.0
57768,0,0,0,30,0,0,2133,4,2,4,3,2,4,2,2,1,1,3,4,3,2,15,0.0
74156,0,0,1,66,0,1,490,2,2,2,2,3,3,2,2,2,2,2,3,2,4,0,0.0
26493,0,1,1,60,1,0,2313,3,4,3,3,3,1,1,1,5,4,1,1,2,1,209,256.0
1932,0,1,1,57,1,0,2020,1,2,1,3,5,1,5,5,3,3,3,4,3,5,0,14.0
7489,0,1,1,56,1,0,1574,1,5,1,4,5,1,1,5,4,4,4,4,1,5,0,16.0
8350,0,1,1,50,1,0,1752,2,0,5,2,5,5,5,5,4,2,4,3,4,5,0,0.0
64295,1,0,1,30,0,0,1426,0,0,0,3,1,0,1,1,4,1,5,2,1,1,5,0.0
129436,1,0,1,50,0,1,3857,2,2,2,2,4,4,4,5,5,5,5,5,5,5,76,86.0
101666,1,0,1,34,0,1,336,4,4,4,4,5,4,4,4,4,4,4,4,4,4,0,8.0
70887,0,0,1,35,0,0,2084,2,5,5,5,2,2,2,2,2,3,1,4,2,2,0,8.0
71910,0,1,1,41,0,1,2059,2,5,5,5,2,2,2,1,2,3,2,2,2,2,275,248.0
66099,0,1,1,57,0,1,332,1,5,5,5,2,1,1,1,1,1,1,1,1,3,30,29.0
46246,0,0,0,68,0,1,1216,2,2,2,2,3,2,4,3,2,1,2,2,2,3,0,2.0
86087,0,0,1,58,0,1,296,3,3,5,3,2,3,4,3,3,3,3,1,3,1,0,29.0
67109,0,1,1,47,0,0,1945,1,3,3,3,1,1,1,1,4,5,3,4,4,1,24,22.0
39906,1,0,1,29,1,0,2054,5,5,5,4,2,5,2,2,4,5,4,3,4,2,0,13.0
19178,0,1,1,44,1,0,1654,2,5,2,4,1,2,1,1,4,4,5,3,5,1,0,0.0
33269,0,1,1,36,1,0,1604,4,2,4,4,1,4,1,1,1,2,3,3,3,1,0,0.0
16894,1,0,1,61,1,0,354,3,3,3,3,3,5,5,4,4,4,4,3,4,5,0,0.0
34890,0,0,1,55,1,0,344,4,4,4,2,4,5,5,2,2,4,2,4,2,3,0,8.0
4656,1,0,1,62,1,0,315,2,2,2,2,4,4,4,2,2,2,2,5,2,4,89,79.0
10375,1,0,1,40,1,0,1529,5,5,5,5,4,5,5,4,4,4,4,4,4,4,0,0.0
8078,1,0,1,27,1,0,1294,4,4,4,4,5,4,4,3,3,4,3,5,3,3,0,0.0
3109,0,1,1,18,1,0,1708,1,3,1,5,4,1,4,4,4,3,2,1,4,4,11,28.0
58091,1,0,0,30,0,1,2488,4,3,3,4,2,3,1,2,4,2,4,4,5,2,0,6.0
39312,1,0,1,20,1,1,2525,5,4,5,4,4,5,4,4,5,2,5,4,5,4,52,38.0
88825,1,1,1,38,0,1,3776,3,3,3,3,5,5,4,3,3,4,3,3,3,5,0,19.0
84687,0,0,1,39,0,1,999,3,2,2,2,5,3,4,3,3,3,3,1,3,1,0,0.0
42314,0,1,0,30,0,0,2015,1,1,1,3,2,1,2,2,2,1,4,4,4,2,0,5.0
71272,0,0,1,45,0,1,1906,2,5,5,5,3,1,2,2,2,2,2,2,2,3,31,30.0
33845,0,0,1,40,1,0,2050,4,3,4,4,3,4,3,3,3,5,5,5,3,3,0,0.0
36103,0,0,1,26,1,0,2868,4,4,4,5,4,4,4,4,3,5,5,5,4,4,5,7.0
38470,1,0,1,70,1,0,1029,5,1,5,3,4,3,3,4,4,5,3,2,4,1,0,0.0
